ЗНП,Вагон №,Накладная №
5,56652811,ЭЛ774053
5,56652811,ЭЛ781619
5,56653637,ЭЛ802619
5,56653637,ЭЛ811199
24,56653637,ЭЛ818424
24,56653637,ЭЛ826719
5,56653744,ЭЛ816011
5,56653744,ЭЛ823521
24,56653744,ЭЛ837404
24,56653744,ЭЛ847327
24,56653744,ЭЛ960696
77,56653751,20346858
5,56653769,ЭЛ774053
5,56653769,ЭЛ781619
5,56653843,ЭЛ789198
5,56653843,ЭЛ795701
5,56653850,ЭЛ774053
5,56653850,ЭЛ781619
58,56654023,ЭЛ904871
58,56654023,ЭЛ920571
5,56654122,ЭЛ827883
5,56654122,ЭЛ834234
24,56654122,ЭЛ842425
24,56654122,ЭЛ856652
24,56654122,ЭЛ876495
58,56654122,ЭЛ915987
58,56654122,ЭЛ927665
31,56654387,ЭЛ937242
31,56654387,ЭЛ944934
58,56654387,ЭЛ951110
58,56654387,ЭЛ966491
1,56654502,ЭЛ864344
1,56654502,ЭЛ902545
5,56654510,ЭЛ789198
5,56654510,ЭЛ795701
50,56654544,ЭЛ897967
50,56654544,ЭЛ903662
58,56654551,ЭЛ891974
58,56654551,ЭЛ900791
58,56654601,ЭЛ904871
58,56654601,ЭЛ920571
31,56654718,ЭЛ886643
31,56654718,ЭЛ894859
5,56654775,ЭЛ816011
5,56654775,ЭЛ823521
24,56654775,ЭЛ837404
24,56654775,ЭЛ847327
24,56654775,ЭЛ930418
52,56654775,ЭЛ969820
5,56654874,ЭЛ830513
5,56654874,ЭЛ836777
24,56654874,ЭЛ846301
24,56654874,ЭЛ859904
58,56654908,ЭЛ907881
58,56654908,ЭЛ922306
16,56654924,ЭЛ795990
16,56654924,ЭЛ827257
16,56654924,ЭЛ861485
16,56654924,ЭЛ944038
29,56711740,10279454
29,56711740,37260549
29,56712466,10279581
29,56712466,37288506
29,56715352,10284029
29,56715352,37299627
29,56717473,10284029
29,56717473,37299627
19,56746951,ЭЛ808707
19,56746951,ЭЛ826229
26,56746951,20281683
26,56746951,10026746
52,56746951,ЭЛ890995
52,56746951,ЭЛ953315
19,56747025,ЭЛ776966
19,56747025,ЭЛ791432
28,56747025,ЭЛ807984
28,56747025,ЭЛ827847
26,56747025,20283017
26,56747025,10026743
58,56747025,ЭЛ887040
58,56747025,ЭЛ902973
40,56747025,20333233
40,56747025,35346781
41,56747108,ЭЛ922729
41,56747108,ЭЛ943104
26,56747124,20272092
26,56747124,10023865
46,56747124,20302946
46,56747124,10032086
40,56747124,20355924
19,56747140,ЭЛ804263
19,56747140,ЭЛ830070
34,56747140,20293640
34,56747140,10028760
41,56747140,ЭЛ910171
41,56747140,ЭЛ933786
46,56747140,20350784
19,56747157,ЭЛ839134
19,56747157,ЭЛ868058
46,56747157,20307344
46,56747157,10033565
14,56747223,20262730
14,56747223,35216361
39,56747223,ЭЛ892908
39,56747223,ЭЛ931264
61,56747223,ЭЛ955437
19,56747264,ЭЛ808707
19,56747264,ЭЛ826229
26,56747264,20281679
26,56747264,10026746
52,56747264,ЭЛ890791
52,56747264,ЭЛ951015
19,56747330,ЭЛ839134
19,56747330,ЭЛ869911
74,56747330,ЭЛ938085
19,56747389,ЭЛ804263
19,56747389,ЭЛ830070
34,56747389,20293640
34,56747389,10028760
41,56747389,ЭЛ910171
41,56747389,ЭЛ933086
14,56747405,20237390
14,56747405,35138037
40,56747405,20300062
40,56747405,35285865
40,56747405,Ж0439797
26,56747413,20252626
26,56747413,10023460
41,56747413,ЭЛ872520
41,56747413,ЭЛ897590
47,56747413,20335265
47,56747413,10044704
25,56747488,20266741
25,56747488,10023341
41,56747488,ЭЛ873276
41,56747488,ЭЛ894038
76,56747488,20324020
76,56747488,20009306
19,56747512,ЭЛ774249
19,56747512,ЭЛ795173
28,56747512,ЭЛ807984
28,56747512,ЭЛ827847
26,56747512,20283012
26,56747512,10027408
58,56747512,ЭЛ891974
58,56747512,ЭЛ905094
40,56747512,20355459
14,56747553,Ж0439777
14,56747553,35216360
40,56747553,20304047
40,56747553,35291585
40,56747553,20346768
14,56747579,20239877
14,56747579,35157340
14,56747579,20294575
14,56747579,35268653
40,56747579,20333487
40,56747579,35352333
13,56747850,ЭЛ854838
13,56747850,ЭЛ883386
77,56747850,20323724
77,56747850,10040236
76,56747850,20357566
25,56747959,20266744
25,56747959,10024047
41,56747959,ЭЛ882577
41,56747959,ЭЛ897582
42,56747959,ЭЛ948886
25,56748080,20266744
25,56748080,10024047
41,56748080,ЭЛ878761
41,56748080,ЭЛ897582
42,56748080,ЭЛ948883
26,56748106,20253209
26,56748106,10020200
19,56748106,ЭЛ851839
19,56748106,ЭЛ878179
35,56748106,ЭЛ930123
35,56748106,ЭЛ973563
40,56748130,20300097
40,56748130,35285866
40,56748130,Ж0439796
19,56748205,ЭЛ800829
19,56748205,ЭЛ820897
19,56748205,ЭЛ845057
74,56748205,ЭЛ941999
19,56748320,ЭЛ773212
19,56748320,ЭЛ795173
28,56748320,ЭЛ807984
28,56748320,ЭЛ827847
26,56748320,20283011
26,56748320,10026743
58,56748320,ЭЛ887040
58,56748320,ЭЛ902973
40,56748320,20333187
40,56748320,35346782
14,56748387,20239855
14,56748387,35157341
39,56748387,ЭЛ871540
39,56748387,ЭЛ892960
44,56748387,ЭЛ928786
28,56748452,ЭЛ806131
28,56748452,ЭЛ827847
26,56748452,20282963
26,56748452,10026743
58,56748452,ЭЛ887040
58,56748452,ЭЛ902973
40,56748452,20333201
40,56748452,35346783
28,56748502,ЭЛ806131
28,56748502,ЭЛ827847
26,56748502,20283018
26,56748502,10026743
58,56748502,ЭЛ887040
58,56748502,ЭЛ902973
40,56748502,20333219
40,56748502,35346784
19,56748544,ЭЛ774250
19,56748544,ЭЛ795178
20,56748544,ЭЛ802682
20,56748544,ЭЛ838010
59,56748544,ЭЛ863839
59,56748544,ЭЛ901272
41,56748544,ЭЛ922729
41,56748544,ЭЛ943321
41,56748544,ЭЛ967890
77,56808918,20350624
31,56848021,ЭЛ880741
31,56848021,ЭЛ890996
58,56848021,ЭЛ897489
58,56848021,ЭЛ911741
31,56848054,ЭЛ928663
31,56848054,ЭЛ938675
58,56848054,ЭЛ946668
58,56848054,ЭЛ957982
49,56848054,ЭЛ969308
31,56848104,ЭЛ926715
31,56848104,ЭЛ934847
58,56848104,ЭЛ941264
58,56848104,ЭЛ952669
1,56848120,ЭЛ860875
1,56848120,ЭЛ903412
52,56848344,ЭЛ930524
29,56848427,10279454
29,56848427,37260706
5,56848609,ЭЛ818854
5,56848609,ЭЛ826672
24,56848609,ЭЛ842425
24,56848609,ЭЛ856652
41,56848641,ЭЛ953500
9,56848674,20290250
9,56848674,35292952
5,56848732,ЭЛ774053
5,56848732,ЭЛ781619
5,56849334,ЭЛ774053
5,56849334,ЭЛ781619
58,56849342,ЭЛ872228
58,56849342,ЭЛ883478
19,56849433,ЭЛ774251
19,56849433,ЭЛ795165
5,56849458,ЭЛ818854
5,56849458,ЭЛ826672
24,56849458,ЭЛ842425
24,56849458,ЭЛ856652
31,56849508,ЭЛ886643
31,56849508,ЭЛ894859
58,56849516,ЭЛ915991
58,56849516,ЭЛ931163
29,56849649,10279454
29,56849649,37260709
58,56849862,ЭЛ915991
58,56849862,ЭЛ927714
31,56849904,ЭЛ937242
31,56849904,ЭЛ944934
58,56849904,ЭЛ951110
58,56849904,ЭЛ965653
24,56851116,ЭЛ861656
24,56851116,ЭЛ872992
5,56851124,ЭЛ798219
5,56851124,ЭЛ804963
5,56851124,ЭЛ925066
5,56851124,ЭЛ947338
5,56851207,ЭЛ830513
5,56851207,ЭЛ836777
24,56851207,ЭЛ847776
24,56851207,ЭЛ865871
77,56851215,20323722
24,56851314,ЭЛ782587
24,56851314,ЭЛ788453
64,56851389,20357571
24,56851405,ЭЛ863635
24,56851405,ЭЛ875380
5,56851413,ЭЛ818854
5,56851413,ЭЛ826672
24,56851413,ЭЛ842425
24,56851413,ЭЛ854043
58,56851447,ЭЛ872228
58,56851447,ЭЛ879827
5,56851538,ЭЛ827883
5,56851538,ЭЛ834234
24,56851538,ЭЛ842425
24,56851538,ЭЛ856652
24,56851553,ЭЛ863648
24,56851553,ЭЛ874061
24,56851611,ЭЛ863648
24,56851611,ЭЛ874061
24,56851611,ЭЛ914670
52,56851611,ЭЛ957183
1,56853435,ЭЛ864344
1,56853435,ЭЛ902534
24,56853443,ЭЛ847776
24,56853443,ЭЛ864900
50,56853443,ЭЛ875313
50,56853443,ЭЛ883183
24,56853484,ЭЛ767911
24,56853484,ЭЛ774855
47,56853534,20323221
47,56853534,10040764
50,56853658,ЭЛ870525
50,56853658,ЭЛ876114
58,56853658,ЭЛ900124
58,56853658,ЭЛ911739
5,56853732,ЭЛ818854
5,56853732,ЭЛ826672
24,56853732,ЭЛ842425
24,56853732,ЭЛ854043
5,56853823,ЭЛ802619
5,56853823,ЭЛ811199
24,56853823,ЭЛ818424
24,56853823,ЭЛ826719
24,56853823,ЭЛ948439
58,56853823,ЭЛ959913
5,56853880,ЭЛ798219
5,56853880,ЭЛ804963
77,56853922,20323722
31,56854045,ЭЛ891945
31,56854045,ЭЛ900608
58,56854045,ЭЛ915987
58,56854045,ЭЛ927665
52,56854060,ЭЛ932220
31,56854086,ЭЛ928663
31,56854086,ЭЛ938675
58,56854086,ЭЛ946668
58,56854086,ЭЛ957982
49,56854086,ЭЛ967399
31,56854144,ЭЛ928663
31,56854144,ЭЛ938675
58,56854144,ЭЛ946668
58,56854144,ЭЛ957982
49,56854144,ЭЛ967399
5,56854151,ЭЛ812095
5,56854151,ЭЛ817754
24,56854151,ЭЛ826820
24,56854151,ЭЛ837478
64,56854185,20361201
31,56854268,ЭЛ921418
31,56854268,ЭЛ926700
58,56854268,ЭЛ933541
58,56854268,ЭЛ950199
31,56856305,ЭЛ941412
31,56856305,ЭЛ950025
58,56856305,ЭЛ954891
58,56856305,ЭЛ968397
58,56856347,ЭЛ870441
58,56856347,ЭЛ882113
5,56856404,ЭЛ830513
5,56856404,ЭЛ836777
24,56856404,ЭЛ847776
24,56856404,ЭЛ865871
9,56856420,20253754
9,56856420,35248523
5,56856487,ЭЛ812095
5,56856487,ЭЛ817754
24,56856487,ЭЛ831110
24,56856487,ЭЛ840314
31,56856503,ЭЛ877968
31,56856503,ЭЛ883012
5,56856560,ЭЛ778563
5,56856560,ЭЛ787305
24,56856560,ЭЛ799841
24,56856560,ЭЛ811419
17,56856560,ЭЛ848403
17,56856560,ЭЛ854632
50,56856628,ЭЛ870525
50,56856628,ЭЛ876114
58,56856628,ЭЛ900124
58,56856628,ЭЛ911739
50,56856636,ЭЛ870525
50,56856636,ЭЛ876114
58,56856636,ЭЛ900124
58,56856636,ЭЛ911739
58,56856719,ЭЛ897489
58,56856719,ЭЛ911741
47,56856719,20325887
47,56856719,10040764
26,56856743,20287089
26,56856743,10027255
31,56856776,ЭЛ937242
31,56856776,ЭЛ944934
58,56856776,ЭЛ951110
58,56856776,ЭЛ966471
25,56877194,20266741
25,56877194,10022305
25,56877244,20266741
25,56877244,10023353
29,56877558,10284029
29,56877558,37299627
25,56879919,20266741
25,56879919,10023353
25,56879935,20266741
25,56879935,nan
31,56910193,ЭЛ941412
31,56910193,ЭЛ950025
58,56910193,ЭЛ954891
58,56910193,ЭЛ968397
5,56910797,ЭЛ798219
5,56910797,ЭЛ804963
31,56910995,ЭЛ891945
31,56910995,ЭЛ900608
58,56910995,ЭЛ909573
58,56910995,ЭЛ924192
49,56910995,ЭЛ968592
77,56911290,20346921
58,56911993,ЭЛ870429
58,56911993,ЭЛ877352
17,56912496,ЭЛ848403
17,56912496,ЭЛ853857
5,56912991,ЭЛ802619
5,56912991,ЭЛ811199
24,56912991,ЭЛ818424
24,56912991,ЭЛ825304
58,56913692,ЭЛ959913
28,56913890,ЭЛ839889
28,56913890,ЭЛ864278
34,56913999,20295659
34,56913999,10029546
5,56914294,ЭЛ778563
5,56914294,ЭЛ787305
24,56914294,ЭЛ802207
24,56914294,ЭЛ813396
9,56914492,20292741
9,56914492,35292953
29,56915416,10279457
29,56915416,37260722
2,56915416,20275092
2,56915416,00510328
41,56915416,ЭЛ894525
41,56915416,ЭЛ922254
46,56915416,20346124
24,56915523,ЭЛ795510
24,56915523,ЭЛ805152
26,56915523,20267899
26,56915523,10022884
41,56915523,ЭЛ869468
41,56915523,ЭЛ887006
42,56915523,ЭЛ944701
25,56915549,20246441
25,56915549,10020382
41,56915549,ЭЛ922729
41,56915549,ЭЛ943104
19,56915804,ЭЛ800829
19,56915804,ЭЛ817317
26,56915804,20279146
26,56915804,10025571
46,56915804,20303263
46,56915804,10034361
29,56915879,10279454
29,56915879,37260722
1,56915879,ЭЛ835195
1,56915879,ЭЛ859462
46,56915879,20307344
46,56915879,10033565
17,56916026,ЭЛ780355
17,56916026,ЭЛ784599
29,56916026,10284029
29,56916026,37299623
1,56916026,ЭЛ848424
1,56916026,ЭЛ881736
52,56916026,ЭЛ904173
52,56916026,ЭЛ947828
14,56916133,20239845
14,56916133,35157342
14,56916133,ЭЛ814162
25,56916133,20269615
25,56916133,10027515
39,56916133,ЭЛ913980
39,56916133,ЭЛ935453
26,56916174,20252642
26,56916174,10020599
19,56916174,ЭЛ857735
19,56916174,ЭЛ878172
36,56916174,10298871
5,56917115,ЭЛ800959
5,56917115,ЭЛ809817
31,56923121,ЭЛ921418
31,56923121,ЭЛ926700
58,56923121,ЭЛ937814
58,56923121,ЭЛ950690
26,56923154,20287089
26,56923154,10027412
5,56923170,ЭЛ802619
5,56923170,ЭЛ811199
24,56923170,ЭЛ818424
24,56923170,ЭЛ825304
77,56923337,20323722
23,56923360,ЭЛ773346
23,56923360,ЭЛ795818
23,56923360,ЭЛ947869
64,56923360,20361206
5,56923386,ЭЛ778563
5,56923386,ЭЛ787305
24,56923386,ЭЛ799841
24,56923386,ЭЛ811419
31,56923402,ЭЛ877968
31,56923402,ЭЛ883012
14,56926918,20255168
14,56926918,35208858
40,56926918,20303935
40,56926918,35291586
40,56926934,20300325
40,56926934,35285867
40,56926934,20346697
34,56927064,20295368
17,56927072,ЭЛ780318
17,56927072,ЭЛ784114
17,56927072,ЭЛ808032
17,56927072,ЭЛ888538
17,56927080,ЭЛ780355
17,56927080,ЭЛ784601
29,56927080,10284021
29,56927080,37299623
2,56927080,20287573
2,56927080,00513206
41,56927080,ЭЛ928282
41,56927080,ЭЛ948025
14,56927353,20253032
14,56927353,35196328
38,56927353,ЭЛ888970
38,56927353,ЭЛ939615
29,56927445,10279457
29,56927445,37271665
1,56927445,ЭЛ865782
1,56927445,ЭЛ902221
40,56927445,20342671
14,56927619,20237397
14,56927619,35138038
13,56927619,ЭЛ831559
13,56927619,ЭЛ862191
13,56927619,ЭЛ909855
13,56927619,ЭЛ930562
17,56927783,ЭЛ780355
17,56927783,ЭЛ785191
29,56927783,10284021
29,56927783,37326458
35,56927783,ЭЛ903306
35,56927783,ЭЛ950099
5,56930340,ЭЛ789198
5,56930340,ЭЛ795701
31,56930381,ЭЛ916649
31,56930381,ЭЛ923357
58,56930381,ЭЛ930921
58,56930381,ЭЛ948215
5,56930415,ЭЛ774053
5,56930415,ЭЛ781619
57,56930670,20294859
57,56930670,10029527
77,56930704,20323722
57,56930811,20290194
57,56930811,10028335
47,56930860,20347453
31,56930969,ЭЛ926715
31,56930969,ЭЛ934847
58,56930969,ЭЛ941264
58,56930969,ЭЛ952669
5,56931009,ЭЛ802619
5,56931009,ЭЛ811199
24,56931009,ЭЛ818424
24,56931009,ЭЛ825304
34,56931009,20275019
34,56931009,10024244
24,56931017,ЭЛ782587
24,56931017,ЭЛ788453
24,56931132,ЭЛ847776
24,56931132,ЭЛ862024
58,56931173,ЭЛ869801
58,56931173,ЭЛ881938
5,56931223,ЭЛ830513
5,56931223,ЭЛ836777
24,56931223,ЭЛ846301
24,56931223,ЭЛ857977
24,56931223,ЭЛ890470
52,56931223,ЭЛ921292
77,56931231,20323724
77,56931231,10040241
24,56931249,ЭЛ849585
24,56931249,ЭЛ862020
57,56931272,20294560
57,56931272,10029877
58,56931363,ЭЛ907877
49,56931421,ЭЛ896534
49,56931421,ЭЛ912060
46,56931447,20344494
46,56931447,10045971
58,56931504,ЭЛ915987
58,56931504,ЭЛ927665
29,56931538,10287643
29,56931538,37359821
58,56931587,ЭЛ891974
58,56931587,ЭЛ916029
29,56931603,10279454
29,56931603,37260706
5,56931629,ЭЛ812095
5,56931629,ЭЛ817754
24,56931629,ЭЛ831110
24,56931629,ЭЛ840314
31,56931629,ЭЛ898208
31,56931629,ЭЛ904598
58,56931629,ЭЛ924464
58,56931629,ЭЛ943953
77,56931660,20346858
5,56931744,ЭЛ827883
5,56931744,ЭЛ834234
24,56931744,ЭЛ844870
24,56931744,ЭЛ857977
9,56931769,20286903
9,56931769,35286426
77,56931801,20323724
77,56931801,10040241
41,56931819,ЭЛ960090
24,56931835,ЭЛ849585
24,56931835,ЭЛ862020
57,56931900,20294623
57,56931900,10029779
31,56931959,ЭЛ886643
31,56931959,ЭЛ894859
46,56931975,20344494
46,56931975,10045741
58,56932015,ЭЛ900517
58,56932015,ЭЛ913842
29,56932031,10279457
29,56932031,nan
29,56932031,37411708
41,56932049,ЭЛ960090
24,56932072,ЭЛ778279
24,56932072,ЭЛ791844
24,56934649,ЭЛ778279
24,56934649,ЭЛ792950
24,56934649,ЭЛ887101
41,56934649,ЭЛ902241
41,56934649,ЭЛ929999
9,56934771,20292738
9,56934771,35292954
5,56934789,ЭЛ778563
5,56934789,ЭЛ787305
24,56934789,ЭЛ802207
24,56934789,ЭЛ813396
26,56934813,20287089
26,56934813,10027248
26,56934813,ЭЛ952664
40,56935075,20300185
40,56935075,35285868
2,56935125,20249559
2,56935125,00355046
19,56935125,ЭЛ857735
19,56935125,ЭЛ878172
36,56935125,10298871
14,56935133,20239780
14,56935133,35157343
14,56935133,ЭЛ814162
25,56935133,20269615
25,56935133,10027515
40,56935133,20320001
40,56935133,35321603
40,56935133,20351595
25,56935232,20266744
25,56935232,10024047
41,56935232,ЭЛ885557
41,56935232,ЭЛ908209
79,56935232,20334811
12,56935240,ЭЛ848835
12,56935240,ЭЛ877474
77,56935240,20320776
77,56935240,10037219
77,56935240,20350624
40,56935489,20300150
40,56935489,35285869
40,56935489,Ж0439803
17,56935877,ЭЛ780355
17,56935877,ЭЛ784599
29,56935877,10284029
29,56935877,37299623
1,56935877,ЭЛ848424
1,56935877,ЭЛ881730
52,56935877,ЭЛ904173
52,56935877,ЭЛ947828
19,56935943,ЭЛ798448
19,56935943,ЭЛ820900
26,56935943,20279135
26,56935943,10025571
46,56935943,20303360
46,56935943,10034556
17,56935984,ЭЛ780355
17,56935984,ЭЛ784102
29,56935984,10284021
29,56935984,37320424
35,56935984,ЭЛ893748
35,56935984,ЭЛ924328
58,56935984,ЭЛ941272
58,56935984,ЭЛ957958
76,56935984,20357808
5,56942246,ЭЛ812095
5,56942246,ЭЛ817754
24,56942246,ЭЛ826820
24,56942246,ЭЛ837478
5,56942253,ЭЛ812095
5,56942253,ЭЛ817754
24,56942253,ЭЛ826820
24,56942253,ЭЛ838135
31,56942253,ЭЛ880741
31,56942253,ЭЛ890996
58,56942253,ЭЛ898180
58,56942253,ЭЛ913869
47,56942253,20329364
47,56942253,10043389
31,56942287,ЭЛ916649
31,56942287,ЭЛ923357
58,56942287,ЭЛ928895
58,56942287,ЭЛ943992
5,56942337,ЭЛ774053
5,56942337,ЭЛ781619
5,56942337,ЭЛ896440
58,56942337,ЭЛ907881
58,56942337,ЭЛ924192
46,56942337,20361147
77,56942352,20323722
58,56942360,ЭЛ907881
58,56942360,ЭЛ922306
46,56945199,20361148
25,56946825,20269615
25,56946825,10023676
40,56946825,20319774
40,56946825,35321612
40,56946825,20352190
40,56946841,20300301
40,56946841,35285870
40,56946841,20346709
19,56946908,ЭЛ783496
19,56946908,ЭЛ809026
26,56946908,20279300
26,56946908,10025580
46,56946908,20302946
46,56946908,10032086
40,56946908,20355912
25,56947062,20246441
25,56947062,10020281
41,56947062,ЭЛ930287
41,56947062,ЭЛ948025
19,56947179,ЭЛ774250
19,56947179,ЭЛ795170
19,56947179,ЭЛ815288
19,56947179,ЭЛ888538
19,56947237,ЭЛ783496
19,56947237,ЭЛ809026
26,56947237,20279301
26,56947237,10025580
46,56947237,20302946
46,56947237,10032086
40,56947237,20355905
12,56947427,ЭЛ786132
12,56947427,ЭЛ820288
56,56947427,ЭЛ863051
56,56947427,ЭЛ878652
77,56947427,20320776
77,56947427,10037812
77,56947427,20350624
5,56947534,ЭЛ830513
5,56947534,ЭЛ836777
24,56947534,ЭЛ846301
24,56947534,ЭЛ859904
24,56947534,ЭЛ880637
58,56947534,ЭЛ915987
58,56947534,ЭЛ927665
19,56947765,ЭЛ823975
19,56947765,ЭЛ844479
34,56947765,20291138
34,56947765,10028758
41,56947765,ЭЛ904545
41,56947765,ЭЛ926506
46,56947765,20350440
14,56947906,20253231
14,56947906,35195876
38,56947906,ЭЛ873708
38,56947906,ЭЛ945067
17,56947930,ЭЛ797414
17,56947930,ЭЛ803661
17,56947930,ЭЛ825715
17,56947930,ЭЛ830624
24,56947930,ЭЛ856800
24,56947930,ЭЛ871328
43,56947930,ЭЛ886383
43,56947930,ЭЛ968104
19,56948110,ЭЛ805381
19,56948110,ЭЛ826229
26,56948110,20279127
26,56948110,10026036
46,56948110,20310550
46,56948110,10034708
47,56948110,20350786
25,56948276,20246441
25,56948276,10019831
17,56948839,ЭЛ797414
17,56948839,ЭЛ809774
17,56948839,ЭЛ836847
17,56948839,ЭЛ844278
24,56948839,ЭЛ856800
24,56948839,ЭЛ874149
43,56948839,ЭЛ886383
43,56948839,ЭЛ965556
40,56948904,20300313
40,56948904,35285871
40,56948904,20346704
47,56959463,20347453
50,56959471,ЭЛ870525
50,56959471,ЭЛ876114
58,56959471,ЭЛ900124
58,56959471,ЭЛ911739
5,56959539,ЭЛ812095
5,56959539,ЭЛ817754
24,56959539,ЭЛ831110
24,56959539,ЭЛ840314
58,56959547,ЭЛ921232
58,56959547,ЭЛ939382
31,56959620,ЭЛ891945
31,56959620,ЭЛ900608
58,56959620,ЭЛ914428
58,56959620,ЭЛ926547
47,56959620,20360957
2,56959638,20291122
2,56959638,00510969
17,56959760,ЭЛ854446
17,56959760,ЭЛ863405
49,56959760,ЭЛ946725
49,56959760,ЭЛ963418
24,56959786,ЭЛ782587
24,56959786,ЭЛ788453
24,56959786,ЭЛ925066
24,56959786,ЭЛ947338
58,56959844,ЭЛ891974
58,56959844,ЭЛ916029
58,56959877,ЭЛ959913
24,56959927,ЭЛ781894
24,56959927,ЭЛ787528
5,56960081,ЭЛ802619
5,56960081,ЭЛ811199
24,56960081,ЭЛ817746
24,56960081,ЭЛ824406
9,56960131,20292694
9,56960131,35292955
77,56960172,20346858
31,56960313,ЭЛ921418
31,56960313,ЭЛ926700
58,56960313,ЭЛ937814
58,56960313,ЭЛ950690
57,56960362,20293334
57,56960362,10029064
46,56960388,20361148
25,56990013,20266741
25,56990013,10022305
25,57402570,20246447
25,57402570,10020276
5,57402646,ЭЛ827883
5,57402646,ЭЛ834234
24,57402646,ЭЛ842425
24,57402646,ЭЛ856652
34,57402646,20293474
34,57402646,10028453
31,57402687,ЭЛ921418
31,57402687,ЭЛ926700
58,57402687,ЭЛ933541
58,57402687,ЭЛ950199
58,57405417,ЭЛ897489
58,57405417,ЭЛ911741
29,57405458,10287638
29,57405458,37359821
5,57405466,ЭЛ816011
5,57405466,ЭЛ823521
24,57405466,ЭЛ835217
24,57405466,ЭЛ847327
57,57410748,20294889
57,57410748,10029527
24,57411423,ЭЛ781893
24,57411423,ЭЛ795804
77,57411431,20323722
17,57411829,ЭЛ848403
17,57411829,ЭЛ854286
17,57411829,ЭЛ886539
52,57411829,ЭЛ900745
5,57411845,ЭЛ840215
5,57411845,ЭЛ848283
24,57411845,ЭЛ855182
24,57411845,ЭЛ871289
77,57411860,20323722
5,57412413,ЭЛ774053
5,57412413,ЭЛ781619
41,57412462,ЭЛ957587
5,57413247,ЭЛ778563
5,57413247,ЭЛ787305
24,57413247,ЭЛ802207
24,57413247,ЭЛ814723
19,57413528,ЭЛ777825
19,57413528,ЭЛ797342
31,57413528,ЭЛ941412
31,57413528,ЭЛ950025
58,57413528,ЭЛ954891
58,57413528,ЭЛ968397
5,57413536,ЭЛ812095
5,57413536,ЭЛ817754
24,57413536,ЭЛ826820
24,57413536,ЭЛ838135
31,57413536,ЭЛ880741
31,57413536,ЭЛ890996
58,57413536,ЭЛ898180
58,57413536,ЭЛ913869
47,57413536,20329364
47,57413536,10043389
5,57469579,ЭЛ798219
5,57469579,ЭЛ804963
9,57470163,20288255
77,57470304,20323722
58,57470320,ЭЛ870441
58,57470320,ЭЛ888258
57,57471476,20293398
57,57471476,10029067
58,57473316,ЭЛ957960
52,57473407,ЭЛ900745
31,57474348,ЭЛ886643
31,57474348,ЭЛ894859
5,57476228,ЭЛ812095
5,57476228,ЭЛ817754
24,57476228,ЭЛ826820
24,57476228,ЭЛ838135
5,57477465,ЭЛ816011
5,57477465,ЭЛ823521
24,57477465,ЭЛ835217
24,57477465,ЭЛ847327
31,57478257,ЭЛ898208
31,57478257,ЭЛ904598
58,57478257,ЭЛ922779
58,57478257,ЭЛ936909
58,57479081,ЭЛ872228
58,57479081,ЭЛ879827
26,57480220,20287089
26,57480220,10027412
28,57480428,ЭЛ839889
28,57480428,ЭЛ864278
29,57481848,10279457
29,57481848,37260709
5,57482028,ЭЛ840215
5,57482028,ЭЛ848283
24,57482028,ЭЛ855182
24,57482028,ЭЛ871289
31,57482143,ЭЛ877968
31,57482143,ЭЛ883012
5,57482317,ЭЛ840215
5,57482317,ЭЛ848283
24,57482317,ЭЛ859001
24,57482317,ЭЛ875967
24,57482317,ЭЛ875380
5,57482861,ЭЛ769834
5,57482861,ЭЛ776285
24,57482861,ЭЛ788254
24,57482861,ЭЛ795806
57,57484107,20293401
57,57484107,10029064
5,57484644,ЭЛ774053
5,57484644,ЭЛ781619
50,57486441,ЭЛ870525
50,57486441,ЭЛ876114
58,57486441,ЭЛ900124
58,57486441,ЭЛ916107
47,57486441,20328235
47,57486441,10042665
19,57486649,ЭЛ791543
19,57486649,ЭЛ809057
58,57487043,ЭЛ959913
50,57487126,ЭЛ876013
50,57487126,ЭЛ886642
31,57487530,ЭЛ926715
31,57487530,ЭЛ934847
58,57487530,ЭЛ943776
58,57487530,ЭЛ953804
5,57487852,ЭЛ812095
5,57487852,ЭЛ817754
24,57487852,ЭЛ826820
24,57487852,ЭЛ837478
5,57488546,ЭЛ816011
5,57488546,ЭЛ823521
24,57488546,ЭЛ835217
24,57488546,ЭЛ847327
31,57488686,ЭЛ891945
31,57488686,ЭЛ900608
58,57488686,ЭЛ914428
58,57488686,ЭЛ926547
47,57488686,20360957
5,57488900,ЭЛ827883
5,57488900,ЭЛ834234
24,57488900,ЭЛ844870
24,57488900,ЭЛ856652
49,57488900,ЭЛ866655
49,57488900,ЭЛ877482
24,57488975,ЭЛ784585
24,57488975,ЭЛ798811
31,57490187,ЭЛ886643
31,57490187,ЭЛ894859
29,57490443,10279457
29,57490443,37260709
5,57490450,ЭЛ830513
5,57490450,ЭЛ836777
24,57490450,ЭЛ846301
24,57490450,ЭЛ859840
46,57490450,20344494
46,57490450,10045231
58,57491185,ЭЛ904871
58,57491185,ЭЛ920571
5,57491623,ЭЛ789198
5,57491623,ЭЛ795701
9,57492068,20288293
49,57492068,ЭЛ946725
49,57492068,ЭЛ963418
5,57492480,ЭЛ798219
5,57492480,ЭЛ804963
31,57492613,ЭЛ921418
31,57492613,ЭЛ926700
58,57492613,ЭЛ933541
58,57492613,ЭЛ950199
5,57492738,ЭЛ769834
5,57492738,ЭЛ776285
