ЗНП,Вагон №,Накладная №
58,52783040,ЭЛ943763
58,52783040,ЭЛ957978
9,52783065,20251259
9,52783065,35248515
77,52783099,20323722
5,52783123,ЭЛ778563
5,52783123,ЭЛ787305
24,52783123,ЭЛ802207
24,52783123,ЭЛ813396
31,52783271,ЭЛ891945
31,52783271,ЭЛ900608
58,52783271,ЭЛ915987
58,52783271,ЭЛ927665
5,52783305,ЭЛ778563
5,52783305,ЭЛ787305
24,52783305,ЭЛ802207
24,52783305,ЭЛ813396
31,52783321,ЭЛ880741
31,52783321,ЭЛ890996
58,52783321,ЭЛ897489
58,52783321,ЭЛ911741
58,52783339,ЭЛ909573
58,52783339,ЭЛ922306
5,52783347,ЭЛ830513
5,52783347,ЭЛ836777
24,52783347,ЭЛ844870
24,52783347,ЭЛ857977
58,52783388,ЭЛ904871
58,52783388,ЭЛ920571
5,52783412,ЭЛ769834
5,52783412,ЭЛ776285
24,52783412,ЭЛ789796
24,52783412,ЭЛ797719
24,52783412,ЭЛ844719
57,52783412,20293377
57,52783412,10028935
31,52783438,ЭЛ928663
31,52783438,ЭЛ938675
58,52783438,ЭЛ949622
58,52783438,ЭЛ965657
31,52783594,ЭЛ877968
31,52783594,ЭЛ883012
31,52783610,ЭЛ926715
31,52783610,ЭЛ934847
58,52783610,ЭЛ941264
58,52783610,ЭЛ952669
77,52783644,20346858
31,52783693,ЭЛ877968
31,52783693,ЭЛ883012
29,52783701,10287643
29,52783701,37359821
57,52783750,20294579
57,52783750,10029877
5,52783800,ЭЛ789198
5,52783800,ЭЛ795701
58,52783875,ЭЛ900517
58,52783875,ЭЛ913842
12,52783925,ЭЛ766711
12,52783925,ЭЛ930306
5,52783933,ЭЛ802619
5,52783933,ЭЛ811199
24,52783933,ЭЛ818424
24,52783933,ЭЛ825304
34,52783933,20275031
34,52783933,10024245
46,52783941,20344494
46,52783941,10046103
58,52783974,ЭЛ957933
5,52783990,ЭЛ830513
5,52783990,ЭЛ836777
24,52783990,ЭЛ847776
24,52783990,ЭЛ864900
50,52783990,ЭЛ875313
50,52783990,ЭЛ885663
58,52784048,ЭЛ921232
58,52784048,ЭЛ943154
47,52784121,20329357
47,52784121,10041849
29,52784139,10287638
29,52784139,37359821
46,52784162,20362449
34,52784196,20276519
34,52784196,10025337
31,52784212,ЭЛ921418
31,52784212,ЭЛ926700
58,52784212,ЭЛ937814
58,52784212,ЭЛ952686
77,52784246,20346858
57,52784329,20293327
57,52784329,10029984
24,52784436,ЭЛ782587
24,52784436,ЭЛ788453
26,52786878,20267850
26,52786878,10023253
26,52786928,20267868
26,52786928,10022965
28,52787025,ЭЛ811499
28,52787025,ЭЛ842450
26,52787124,20267845
26,52787124,10023451
58,52790755,ЭЛ959913
50,52790771,ЭЛ870525
50,52790771,ЭЛ876114
58,52790771,ЭЛ900124
58,52790771,ЭЛ916107
58,52790839,ЭЛ904871
58,52790839,ЭЛ920571
24,52790862,ЭЛ863635
24,52790862,ЭЛ875380
28,52790870,ЭЛ843673
28,52790870,ЭЛ856485
41,52790938,ЭЛ957587
24,52790987,ЭЛ781894
24,52790987,ЭЛ787528
31,52790995,ЭЛ941412
31,52790995,ЭЛ950025
58,52790995,ЭЛ954891
58,52790995,ЭЛ968397
24,52791001,ЭЛ849585
24,52791001,ЭЛ862020
31,52791035,ЭЛ921418
31,52791035,ЭЛ926700
58,52791035,ЭЛ937814
58,52791035,ЭЛ953801
31,52791159,ЭЛ928663
31,52791159,ЭЛ938675
58,52791159,ЭЛ946668
58,52791159,ЭЛ957982
49,52791159,ЭЛ967399
46,52791217,20362449
29,52791241,10287643
29,52791241,nan
29,52791241,37430907
5,52791258,ЭЛ774053
5,52791258,ЭЛ781619
34,52791290,20295458
34,52791290,10031531
77,52791431,20323722
58,52791449,ЭЛ909580
31,52791464,ЭЛ877968
31,52791464,ЭЛ883012
24,52795366,ЭЛ782587
24,52795366,ЭЛ788453
62,52795382,20312303
5,52795390,ЭЛ800959
5,52795390,ЭЛ809817
29,52795432,10287638
29,52795432,37359821
58,52795499,ЭЛ951114
58,52795499,ЭЛ966467
5,52795564,ЭЛ789198
5,52795564,ЭЛ795701
5,52795614,ЭЛ769834
5,52795614,ЭЛ776285
24,52795614,ЭЛ789796
24,52795614,ЭЛ797719
24,52795630,ЭЛ778279
24,52795630,ЭЛ791880
29,52795747,10279454
29,52795747,37260709
58,52795754,ЭЛ900517
58,52795754,ЭЛ913842
2,52795804,20290979
2,52795804,00510868
46,52795853,20344494
46,52795853,10045971
31,52795895,ЭЛ921418
31,52795895,ЭЛ926700
58,52795895,ЭЛ933541
58,52795895,ЭЛ950199
5,52795911,ЭЛ818854
5,52795911,ЭЛ826672
24,52795911,ЭЛ841071
24,52795911,ЭЛ854043
19,52795960,ЭЛ777825
19,52795960,ЭЛ791566
31,52795960,ЭЛ891945
31,52795960,ЭЛ900608
58,52795960,ЭЛ909573
58,52795960,ЭЛ924192
49,52795960,ЭЛ968592
58,52795978,ЭЛ921232
58,52795978,ЭЛ939382
49,52796042,ЭЛ897131
49,52796042,ЭЛ912060
5,52796067,ЭЛ800959
5,52796067,ЭЛ809817
5,52805132,ЭЛ802619
5,52805132,ЭЛ811199
24,52805132,ЭЛ817746
24,52805132,ЭЛ824406
5,52805207,ЭЛ778563
5,52805207,ЭЛ787305
24,52805207,ЭЛ799841
24,52805207,ЭЛ811419
24,52805314,ЭЛ847776
24,52805314,ЭЛ864900
50,52805314,ЭЛ875313
50,52805314,ЭЛ883183
58,52805348,ЭЛ957960
16,52805363,ЭЛ861414
16,52805363,ЭЛ894964
52,52805363,ЭЛ912894
5,52805470,ЭЛ769834
5,52805470,ЭЛ776285
24,52805470,ЭЛ788254
24,52805470,ЭЛ795806
5,52805504,ЭЛ830513
5,52805504,ЭЛ836777
24,52805504,ЭЛ846301
24,52805504,ЭЛ859904
50,52805512,ЭЛ870525
50,52805512,ЭЛ876114
58,52805512,ЭЛ900124
58,52805512,ЭЛ913837
9,52805520,20276585
9,52805520,35256483
34,52805561,20276530
34,52805561,10025337
31,52805579,ЭЛ926715
31,52805579,ЭЛ934847
58,52805579,ЭЛ941264
58,52805579,ЭЛ952669
24,52805595,ЭЛ782587
24,52805595,ЭЛ788453
5,52805595,ЭЛ830513
5,52805595,ЭЛ836777
24,52805595,ЭЛ846301
24,52805595,ЭЛ859840
29,52805645,10279454
29,52805645,37260706
31,52805652,ЭЛ877968
31,52805652,ЭЛ883012
77,52805728,20323722
31,52805736,ЭЛ891945
31,52805736,ЭЛ900608
58,52805736,ЭЛ914428
5,52805744,ЭЛ830513
5,52805744,ЭЛ836777
24,52805744,ЭЛ844870
24,52805744,ЭЛ856527
49,52805744,ЭЛ866655
49,52805744,ЭЛ893903
5,52805751,ЭЛ818854
5,52805751,ЭЛ826672
5,52805751,ЭЛ858695
36,52805876,20303882
36,52805876,10045037
31,52806015,ЭЛ877968
31,52806015,ЭЛ883012
46,52806031,20362449
31,52806072,ЭЛ926715
31,52806072,ЭЛ934847
58,52806072,ЭЛ943763
58,52806072,ЭЛ965660
31,52806080,ЭЛ891945
31,52806080,ЭЛ900608
58,52806080,ЭЛ914428
31,52806122,ЭЛ916649
31,52806122,ЭЛ923357
58,52806122,ЭЛ928895
58,52806122,ЭЛ943992
9,52806163,20251528
9,52806163,35248516
46,52806171,20344494
46,52806171,10045741
31,52806239,ЭЛ941412
31,52806239,ЭЛ950025
58,52806239,ЭЛ954891
58,52806239,ЭЛ968397
47,52806288,20327856
47,52806288,10042665
31,52806312,ЭЛ898208
31,52806312,ЭЛ904598
58,52806312,ЭЛ928889
58,52806312,ЭЛ950684
5,52806353,ЭЛ830513
5,52806353,ЭЛ836777
24,52806353,ЭЛ846301
24,52806353,ЭЛ859904
5,52806429,ЭЛ802619
5,52806429,ЭЛ811199
24,52806429,ЭЛ818424
24,52806429,ЭЛ825304
77,52807369,20323722
5,52807401,ЭЛ818854
5,52807401,ЭЛ849468
24,52807401,ЭЛ861651
24,52807401,ЭЛ873032
5,52807492,ЭЛ774053
5,52807492,ЭЛ781619
16,52807518,ЭЛ777585
16,52807518,ЭЛ821350
16,52807518,ЭЛ861414
16,52807518,ЭЛ894964
52,52807518,ЭЛ916943
31,52807526,ЭЛ877968
31,52807526,ЭЛ883012
46,52807575,20335360
46,52807575,10044452
31,52807674,ЭЛ926715
31,52807674,ЭЛ934847
58,52807674,ЭЛ943776
58,52807674,ЭЛ953804
5,52807922,ЭЛ818854
5,52807922,ЭЛ826672
24,52807922,ЭЛ842425
24,52807922,ЭЛ854043
24,52808003,ЭЛ767911
24,52808003,ЭЛ774855
31,52808003,ЭЛ916649
31,52808003,ЭЛ923357
58,52808003,ЭЛ928895
58,52808003,ЭЛ943992
47,52808003,20347453
31,52808128,ЭЛ921418
31,52808128,ЭЛ926700
58,52808128,ЭЛ933541
58,52808128,ЭЛ950199
64,52808136,20357297
26,52808144,20287089
26,52808144,10027248
64,52808193,20360213
41,52809241,ЭЛ960090
31,52809258,ЭЛ926715
31,52809258,ЭЛ934847
58,52809258,ЭЛ943776
58,52809258,ЭЛ953804
57,52809266,20293315
57,52809266,10035362
46,52809266,20344494
46,52809266,10045228
16,52809332,ЭЛ866276
16,52809332,ЭЛ908777
52,52809332,ЭЛ939872
5,52809357,ЭЛ802619
5,52809357,ЭЛ811199
24,52809357,ЭЛ817746
24,52809357,ЭЛ824406
31,52809365,ЭЛ877968
31,52809365,ЭЛ883012
31,52809431,ЭЛ926715
31,52809431,ЭЛ934847
58,52809431,ЭЛ943763
58,52809431,ЭЛ957978
19,52809464,ЭЛ791543
19,52809464,ЭЛ809057
58,52809563,ЭЛ904871
58,52809563,ЭЛ920571
23,52809571,ЭЛ839188
23,52809571,ЭЛ883848
52,52809589,ЭЛ969822
28,52809704,ЭЛ843673
28,52809704,ЭЛ856485
17,52809795,ЭЛ849366
17,52809795,ЭЛ857341
19,52809886,ЭЛ784451
19,52809886,ЭЛ800149
41,52809993,ЭЛ960090
57,52810009,20290270
57,52810009,10028707
58,52810025,ЭЛ907881
58,52810025,ЭЛ922306
5,52810041,ЭЛ830513
5,52810041,ЭЛ836777
24,52810041,ЭЛ847776
24,52810041,ЭЛ864900
50,52810041,ЭЛ875313
50,52810041,ЭЛ885663
31,52810157,ЭЛ916649
31,52810157,ЭЛ923357
58,52810157,ЭЛ928895
58,52810157,ЭЛ943992
58,52810199,ЭЛ872228
58,52810199,ЭЛ879827
58,52810215,ЭЛ949616
58,52810215,ЭЛ965663
58,52810231,ЭЛ921232
58,52810231,ЭЛ939383
5,52826708,ЭЛ769834
5,52826708,ЭЛ776285
24,52826708,ЭЛ789796
24,52826708,ЭЛ797719
24,52826708,ЭЛ896440
58,52826708,ЭЛ909580
31,52826724,ЭЛ921418
31,52826724,ЭЛ926700
58,52826724,ЭЛ933541
58,52826724,ЭЛ950199
5,52826740,ЭЛ827883
5,52826740,ЭЛ834234
24,52826740,ЭЛ844870
24,52826740,ЭЛ856652
49,52826740,ЭЛ866655
49,52826740,ЭЛ877482
57,52826948,20294938
57,52826948,10029072
31,52826971,ЭЛ886643
31,52826971,ЭЛ894859
58,52827037,ЭЛ909580
26,52827052,20287089
26,52827052,10027043
50,52827052,ЭЛ890005
50,52827052,ЭЛ895580
31,52827102,ЭЛ921418
31,52827102,ЭЛ926700
58,52827102,ЭЛ937814
58,52827102,ЭЛ950690
24,52827110,ЭЛ773085
24,52827110,ЭЛ782116
58,52827128,ЭЛ870429
58,52827128,ЭЛ877352
19,52827151,ЭЛ780261
19,52827151,ЭЛ801090
31,52836277,ЭЛ898208
31,52836277,ЭЛ904598
58,52836277,ЭЛ924456
58,52836277,ЭЛ943147
11,52836335,20246868
50,52836400,ЭЛ890005
50,52836400,ЭЛ897763
50,52836459,ЭЛ890005
50,52836459,ЭЛ895628
5,52836483,ЭЛ800959
5,52836483,ЭЛ809817
31,52836483,ЭЛ941412
31,52836483,ЭЛ950025
58,52836483,ЭЛ954891
31,52836509,ЭЛ924391
31,52836509,ЭЛ930570
77,52836590,20323722
77,52836590,10038691
49,52836657,ЭЛ945000
49,52836657,ЭЛ963411
50,52836806,ЭЛ882204
50,52836806,ЭЛ890428
5,52836871,ЭЛ769834
5,52836871,ЭЛ776285
24,52836871,ЭЛ789796
24,52836871,ЭЛ795806
17,52836871,ЭЛ801329
17,52836871,ЭЛ952264
31,52836939,ЭЛ880741
31,52836939,ЭЛ890996
58,52836939,ЭЛ898181
58,52836939,ЭЛ916038
34,52837044,20295297
34,52837044,10030320
24,52838604,ЭЛ781893
24,52838604,ЭЛ794635
5,52838638,ЭЛ802619
5,52838638,ЭЛ811199
24,52838638,ЭЛ818424
24,52838638,ЭЛ826719
26,52838687,20287089
26,52838687,10027249
50,52838687,ЭЛ897158
50,52838687,ЭЛ903675
31,52838760,ЭЛ941412
31,52838760,ЭЛ950025
58,52838760,ЭЛ954891
58,52838760,ЭЛ968397
34,52838794,20295388
34,52838794,10029792
34,52838794,Г0306139
31,52838794,ЭЛ941412
31,52838794,ЭЛ950025
58,52838794,ЭЛ954891
58,52838794,ЭЛ968397
26,52844990,20267847
26,52844990,10023451
17,52845047,ЭЛ797377
17,52845047,ЭЛ804394
56,52845054,ЭЛ863051
56,52845054,ЭЛ878647
17,52845070,ЭЛ797377
17,52845070,ЭЛ804394
28,52845104,ЭЛ809882
28,52845104,ЭЛ827843
26,52845112,20267859
26,52845112,10022965
17,52845146,ЭЛ797377
17,52845146,ЭЛ804394
56,52845419,ЭЛ863047
56,52845419,ЭЛ880892
28,52845468,ЭЛ806128
28,52845468,ЭЛ827843
26,52845476,20272096
9,52845690,20295680
9,52845690,35292946
28,52845807,ЭЛ810409
28,52845807,ЭЛ827843
5,52845823,ЭЛ802619
5,52845823,ЭЛ811199
24,52845823,ЭЛ818424
24,52845823,ЭЛ825304
31,52845831,ЭЛ919930
31,52845831,ЭЛ925066
31,52845831,ЭЛ947338
5,52846060,ЭЛ767885
5,52846060,ЭЛ774998
24,52846060,ЭЛ782587
24,52846060,ЭЛ788453
64,52846318,20340112
9,52846326,20295676
9,52846326,35292947
28,52846367,ЭЛ810409
28,52846367,ЭЛ827858
17,52846821,ЭЛ797377
17,52846821,ЭЛ803670
28,52846847,ЭЛ811499
28,52846847,ЭЛ842450
28,52846862,ЭЛ811499
28,52846862,ЭЛ842450
28,52846912,ЭЛ806128
28,52846912,ЭЛ827858
28,52847159,ЭЛ806128
28,52847159,ЭЛ827858
31,52847183,ЭЛ898208
31,52847183,ЭЛ904598
58,52847183,ЭЛ924464
58,52847183,ЭЛ950682
31,52847209,ЭЛ886643
31,52847209,ЭЛ894859
26,52847340,20267848
26,52847340,10023455
26,52847480,20264995
26,52847480,nan
28,52847498,ЭЛ810409
28,52847498,ЭЛ827858
25,52847738,20246447
25,52847738,10019820
28,52847787,ЭЛ801340
28,52847787,ЭЛ818985
28,52847795,ЭЛ801340
28,52847795,ЭЛ818985
17,52847837,ЭЛ797377
17,52847837,ЭЛ804394
28,52847902,ЭЛ807984
28,52847902,ЭЛ827843
17,52847936,ЭЛ797414
17,52847936,ЭЛ804401
28,52847951,ЭЛ806128
28,52847951,ЭЛ827858
17,52848017,ЭЛ797377
17,52848017,ЭЛ804394
26,52848066,20267869
26,52848066,nan
26,52848066,10023252
17,52848165,ЭЛ797377
17,52848165,ЭЛ804394
26,52848173,20267865
26,52848173,nan
26,52848173,10023252
26,52848306,20267863
26,52848306,nan
26,52848306,10023252
17,52848314,ЭЛ797414
17,52848314,ЭЛ804401
28,52848561,ЭЛ806128
28,52848561,ЭЛ827858
26,52848595,20272094
25,52848611,20246447
25,52848611,10020152
28,52848827,ЭЛ806131
28,52848827,ЭЛ827843
25,52849023,20246447
25,52849023,10020075
25,52849031,20246447
25,52849031,10020152
28,52849312,ЭЛ810409
28,52849312,ЭЛ827858
26,52849338,20267843
26,52849338,10023455
25,52849403,20246447
25,52849403,10020075
5,52849718,ЭЛ800959
5,52849718,ЭЛ809817
46,52850385,20344494
46,52850385,10045743
49,52881968,ЭЛ896534
49,52881968,ЭЛ912060
16,52882057,ЭЛ805634
16,52882057,ЭЛ847638
52,52882057,ЭЛ871020
77,52882065,20353982
11,52882081,20242299
57,52882214,20294882
57,52882214,10029527
31,52882248,ЭЛ877968
31,52882248,ЭЛ883012
31,52882248,ЭЛ949368
31,52882388,ЭЛ921418
31,52882388,ЭЛ926700
58,52882388,ЭЛ937814
58,52882388,ЭЛ950690
34,52882438,20295388
34,52882438,10029792
77,52882495,20361686
46,52882693,20362449
47,52882701,20347453
49,52882818,ЭЛ897131
49,52882818,ЭЛ912060
11,52882941,20242320
11,52883089,20242264
50,52883287,ЭЛ876010
50,52883287,ЭЛ888594
31,52883378,ЭЛ941412
31,52883378,ЭЛ950025
58,52883378,ЭЛ953976
16,52883469,ЭЛ795990
16,52883469,ЭЛ827257
16,52883469,ЭЛ861485
16,52883469,ЭЛ930978
5,52883626,ЭЛ767885
5,52883626,ЭЛ774998
24,52883626,ЭЛ782587
24,52883626,ЭЛ788453
24,52883691,ЭЛ863648
24,52883691,ЭЛ874061
31,52883733,ЭЛ880741
31,52883733,ЭЛ890996
58,52883733,ЭЛ898181
31,52883907,ЭЛ916649
31,52883907,ЭЛ923357
58,52883907,ЭЛ930920
58,52883907,ЭЛ950199
34,52883915,20295925
34,52883915,10029792
58,52883964,ЭЛ904871
58,52883964,ЭЛ920571
58,52884038,ЭЛ915987
58,52884038,ЭЛ927665
31,52884061,ЭЛ919930
31,52884061,ЭЛ925066
77,52884061,20346858
62,52884137,20345177
26,52884194,20287089
26,52884194,10027248
58,52884517,ЭЛ870441
58,52884517,ЭЛ883836
49,52884533,ЭЛ945000
49,52884533,ЭЛ963411
11,52884665,20242352
26,52884715,20287089
26,52884715,10027255
31,52884723,ЭЛ924391
31,52884723,ЭЛ930570
9,52884772,20284092
9,52884772,35286420
58,52884954,ЭЛ921232
58,52884954,ЭЛ943154
24,52884988,ЭЛ847776
24,52884988,ЭЛ864900
49,52884988,ЭЛ896534
49,52884988,ЭЛ912060
34,52885167,20295925
34,52885167,10029792
77,52885332,20353977
17,52885381,ЭЛ854446
17,52885381,ЭЛ863381
5,52885605,ЭЛ777453
5,52885605,ЭЛ783457
52,52885613,ЭЛ884684
34,52885647,20295388
34,52885647,10029792
49,52885670,ЭЛ897131
49,52885670,ЭЛ912060
57,52885761,20290282
57,52885761,10028335
52,52885761,ЭЛ966152
49,52885910,ЭЛ867820
49,52885910,ЭЛ882366
49,52885928,ЭЛ897131
49,52885928,ЭЛ912060
58,52885936,ЭЛ904871
58,52885936,ЭЛ920571
11,52885977,20242366
77,52885977,20361678
5,52886066,ЭЛ778563
5,52886066,ЭЛ787305
24,52886066,ЭЛ799841
24,52886066,ЭЛ811419
9,52886165,20288315
9,52886165,35302223
49,52886165,ЭЛ946725
49,52886165,ЭЛ963418
5,52886173,ЭЛ774053
5,52886173,ЭЛ781619
19,52886215,ЭЛ798448
19,52886215,ЭЛ820899
64,52886249,20361179
5,52886280,ЭЛ830513
5,52886280,ЭЛ836777
24,52886280,ЭЛ846301
24,52886280,ЭЛ859840
77,52886314,20353977
49,52886405,ЭЛ945000
49,52886405,ЭЛ963411
31,52886447,ЭЛ949368
29,52886454,10279457
29,52886454,37260709
62,52886470,20312337
5,52886496,ЭЛ774053
5,52886496,ЭЛ781619
52,52886496,ЭЛ957183
34,52886611,20276573
34,52886611,10025337
76,52886652,20344546
17,52886678,ЭЛ854446
17,52886678,ЭЛ863381
17,52886678,ЭЛ927899
41,52886678,ЭЛ953495
2,52886694,20287545
2,52886694,00512076
58,52886736,ЭЛ904871
58,52886736,ЭЛ920571
31,52886801,ЭЛ937242
31,52886801,ЭЛ944934
58,52886801,ЭЛ949622
58,52886801,ЭЛ966467
5,52886835,ЭЛ778563
5,52886835,ЭЛ787305
24,52886835,ЭЛ802207
24,52886835,ЭЛ813396
31,52887072,ЭЛ949368
57,52887338,20294553
57,52887338,10029877
34,52887346,20295388
34,52887346,10029792
58,52887353,ЭЛ877101
58,52887353,ЭЛ883842
58,52887460,ЭЛ897489
58,52887460,ЭЛ911741
50,52887478,ЭЛ876010
50,52887478,ЭЛ888594
47,52887478,20326143
47,52887478,10041991
17,52887668,ЭЛ854446
17,52887668,ЭЛ863405
49,52887668,ЭЛ946725
49,52887668,ЭЛ963418
5,52887858,ЭЛ767885
5,52887858,ЭЛ774998
24,52887858,ЭЛ782587
24,52887858,ЭЛ788453
57,52887866,20293321
57,52887866,10035362
46,52887866,20344494
46,52887866,10045228
47,52887890,20327856
47,52887890,10041854
31,52887957,ЭЛ926715
31,52887957,ЭЛ934847
58,52887957,ЭЛ941264
58,52887957,ЭЛ952669
5,52888120,ЭЛ777453
5,52888120,ЭЛ783457
5,52888120,ЭЛ885756
41,52888120,ЭЛ908729
41,52888120,ЭЛ933142
16,52888179,ЭЛ795990
16,52888179,ЭЛ827257
16,52888179,ЭЛ861485
16,52888179,ЭЛ934287
57,52888252,20294914
57,52888252,10029527
58,52888260,ЭЛ915991
58,52888260,ЭЛ927714
47,52888294,20323221
47,52888294,10040764
50,52888302,ЭЛ882204
50,52888302,ЭЛ890428
5,52888336,ЭЛ789198
5,52888336,ЭЛ795701
24,52888344,ЭЛ849585
24,52888344,ЭЛ862020
5,52888377,ЭЛ769834
5,52888377,ЭЛ776285
24,52888377,ЭЛ789796
24,52888377,ЭЛ797719
24,52888377,ЭЛ896440
58,52888377,ЭЛ909580
58,52888377,ЭЛ922306
5,52888401,ЭЛ767885
5,52888401,ЭЛ774998
24,52888401,ЭЛ781894
24,52888401,ЭЛ788708
77,52888468,20323722
77,52888468,10039679
58,52888591,ЭЛ959913
5,52888898,ЭЛ827883
5,52888898,ЭЛ834234
24,52888898,ЭЛ842425
24,52888898,ЭЛ856652
34,52888898,20293474
34,52888898,10028453
58,52889409,ЭЛ909580
58,52889433,ЭЛ915991
58,52889433,ЭЛ931163
58,52889441,ЭЛ907877
5,52889482,ЭЛ800959
5,52889482,ЭЛ809817
5,52889482,ЭЛ837824
29,52889482,10287638
29,52889482,37359821
9,52889532,20284094
9,52889532,35286421
77,52889573,20353977
31,52889581,ЭЛ926715
31,52889581,ЭЛ934847
58,52889581,ЭЛ943763
58,52889581,ЭЛ965660
77,52889599,20323722
77,52889599,10038691
24,52889698,ЭЛ847776
24,52889698,ЭЛ864900
50,52889698,ЭЛ875313
50,52889698,ЭЛ885663
57,52889748,20294584
57,52889748,10029877
58,52889870,ЭЛ897489
58,52889870,ЭЛ911741
58,52890035,ЭЛ915991
58,52890035,ЭЛ931163
46,52890068,20335352
46,52890068,10044106
58,52890084,ЭЛ877101
58,52890084,ЭЛ883842
5,52890134,ЭЛ777453
5,52890134,ЭЛ783457
5,52890134,ЭЛ816011
5,52890134,ЭЛ823521
24,52890134,ЭЛ835217
24,52890134,ЭЛ847327
31,52890134,ЭЛ941412
31,52890134,ЭЛ950025
58,52890134,ЭЛ954891
5,52890191,ЭЛ778563
5,52890191,ЭЛ787305
24,52890191,ЭЛ802207
24,52890191,ЭЛ814723
50,52890191,ЭЛ870525
50,52890191,ЭЛ876114
58,52890191,ЭЛ900124
