ЗНП,Вагон №,Накладная №
496,28001584,ЭЛ573954
496,28001584,ЭЛ653560
496,28029841,ЭЛ573954
496,28029841,ЭЛ653560
496,28050045,ЭЛ573954
496,28050045,ЭЛ640965
496,28056489,ЭЛ573954
496,28056489,ЭЛ637062
429,28349975,ЭЛ512092
428,28840502,ЭЛ421592
428,28840502,ЭЛ488640
428,28841427,ЭЛ438506
428,28841427,ЭЛ519622
428,28841914,ЭЛ438468
428,28841914,ЭЛ519618
428,28841989,ЭЛ438777
428,28841989,ЭЛ519614
428,28842227,ЭЛ443869
428,28842227,ЭЛ519613
428,28842235,ЭЛ421588
428,28842235,ЭЛ488635
4,28846350,ЭЛ838902
4,28846350,ЭЛ879965
48,28846350,20332543
48,28846467,20313032
48,28846467,10039338
48,28846467,20355355
48,28846566,20302497
48,28846566,10035269
66,28846566,20346719
,28846582,ЭЛ861482
,28846582,ЭЛ895782
66,28846582,20342153
45,28846624,ЭЛ871770
45,28846624,ЭЛ908970
66,28846624,20333935
48,28846632,20313010
48,28846632,10039338
48,28846632,20355333
48,28846673,20302504
48,28846673,10035399
66,28846673,20362032
,28847085,ЭЛ732508
,28847085,ЭЛ767800
4,28847085,ЭЛ823329
4,28847085,ЭЛ879957
48,28847085,20332598
48,28850014,20313026
48,28850014,10039338
48,28850014,20355363
4,28850170,ЭЛ823352
4,28850170,ЭЛ879946
48,28850170,20332604
,28850204,ЭЛ876291
,28850204,ЭЛ927945
48,28850238,20313047
48,28850238,10042167
66,28850287,20336195
,28850303,ЭЛ871766
,28850303,ЭЛ913120
,28850303,ЭЛ953903
48,28850345,20302512
48,28850345,10035269
66,28850345,20356521
4,28850378,ЭЛ823327
4,28850378,ЭЛ886611
53,28850378,20322453
48,28850535,20313063
48,28850535,10044437
48,28850543,20313073
48,28850543,10044437
48,28850816,20302523
48,28850816,10035269
,28851012,ЭЛ773455
4,28851046,ЭЛ856792
4,28851046,ЭЛ899386
48,28851046,20332606
66,28851319,20355482
,28851418,ЭЛ863380
,28851418,ЭЛ892804
,28851418,ЭЛ916531
,28851418,ЭЛ967333
4,28851459,ЭЛ824396
4,28851459,ЭЛ869551
53,28851459,20307631
4,28858249,ЭЛ834120
4,28858249,ЭЛ886603
4,28858249,ЭЛ914109
4,28858249,ЭЛ941027
48,28858249,20355327
4,28858272,ЭЛ823334
4,28858272,ЭЛ864041
53,28858272,20307627
55,28858330,ЭЛ911497
55,28858330,ЭЛ932685
48,28858330,20355374
4,28860138,ЭЛ824394
4,28860138,ЭЛ869575
53,28860138,20313175
428,28860328,ЭЛ421569
428,28860328,ЭЛ488632
66,28866069,20342210
4,28867349,ЭЛ823332
4,28867349,ЭЛ879960
48,28867349,20332596
,29001757,12046232
482,29003449,ЭЛ559657
482,29003449,ЭЛ601438
482,29019338,ЭЛ559647
482,29019338,ЭЛ601419
,29075272,ЭЛ423598
,29103280,37102804
,29245008,36875142
428,29380482,ЭЛ443875
428,29380482,ЭЛ520878
428,29386778,ЭЛ465197
428,29386778,ЭЛ538686
428,29386802,ЭЛ421554
428,29386802,ЭЛ495572
428,29386810,ЭЛ465180
428,29386810,ЭЛ538678
428,29388931,ЭЛ465188
428,29388931,ЭЛ538676
543,29875796,ЭЛ681017
543,29875796,ЭЛ717196
543,29938396,ЭЛ681020
543,29938396,ЭЛ716373
375,52480548,36814613
375,52480548,ЭЛ531596
462,52729365,20071123
462,52729365,00428668
488,52729365,20098339
488,52729365,00428702
488,52729365,20132158
488,52729365,00428740
519,52729365,20177201
519,52729365,10005970
,52729365,ЭЛ770095
25,52729738,20248449
25,52729738,10020445
462,52729761,20073824
462,52729761,00428673
462,52729761,ЭЛ568644
25,52729845,20248449
25,52729845,nan
,52729969,20284593
,52729969,10030120
488,52730108,20143895
488,52730108,00428780
551,52730108,10267960
551,52730108,37180529
462,52730132,20073824
462,52730132,00428673
462,52730132,ЭЛ568644
553,52730793,20214589
553,52730793,nan
553,52730793,10011164
462,52730801,20071123
462,52730801,00428668
488,52730801,20098339
488,52730801,00428702
488,52730801,ЭЛ595994
462,52730843,20071123
462,52730843,nan
462,52730843,00428669
488,52730884,20143940
488,52730884,00428780
551,52730884,10267960
551,52730884,37180529
,52730918,20284593
,52730918,10030120
462,52730934,20073824
462,52730934,00022134
462,52730934,ЭЛ575145
77,52730983,20320776
77,52730983,10037814
462,52731098,20073824
462,52731098,00022135
462,52731098,ЭЛ566027
25,52731171,20248448
25,52731171,10020541
,52731189,ЭЛ500587
462,52731296,20071123
462,52731296,00428667
462,52731296,ЭЛ556299
488,52731395,20143940
488,52731395,00428780
551,52731395,10267960
551,52731395,37180529
462,52731445,20071123
462,52731445,00428667
488,52731445,20098339
488,52731445,00428702
488,52731445,20132158
488,52731445,00428740
519,52731445,20173638
519,52731445,10001876
519,52731445,ЭЛ733899
77,52731536,20358677
488,52731643,20143895
488,52731643,00428781
462,52731700,20073857
462,52731700,00428677
462,52731700,ЭЛ566436
488,52731742,20143895
488,52731742,00428780
551,52731742,10267960
551,52731742,37180529
462,52731775,20073824
462,52731775,00428673
462,52731775,ЭЛ568644
462,52731775,ЭЛ788305
25,52731775,20248449
25,52731775,nan
77,52731916,20358677
488,52731957,20143940
488,52731957,00428780
551,52731957,10267960
551,52731957,37180529
546,52732070,20204160
546,52732070,10010480
546,52732336,20204160
546,52732336,10010481
25,52732484,20248449
25,52732484,10020426
462,52741378,20073824
462,52741378,00022135
488,52741378,20122568
488,52741378,00428731
488,52741378,ЭЛ641819
462,52741394,20073824
462,52741394,00022134
462,52741394,ЭЛ566027
551,52741394,10267960
551,52741394,37180529
,52741923,ЭЛ602626
,52741923,ЭЛ605145
488,52741923,20143895
488,52741923,00428781
488,52741923,ЭЛ878302
77,52741923,20320776
77,52741923,10037814
,52741931,20284593
,52741931,10030120
462,52741956,20073824
462,52741956,00022134
488,52741956,20107519
488,52741956,00428717
488,52741956,20138683
488,52741956,00428762
546,52741998,20204175
546,52741998,10009258
462,52742012,20071123
462,52742012,00428668
462,52742012,ЭЛ556299
25,52742491,20266741
25,52742491,10022305
,52742582,ЭЛ602626
,52742582,ЭЛ605145
488,52742582,20143895
488,52742582,00428779
546,52742855,20204160
546,52742855,10009953
546,52742921,20204175
546,52742921,10009252
462,52743275,20071123
462,52743275,00428668
488,52743275,20098374
488,52743275,00428707
488,52743275,20134572
488,52743275,00428750
551,52743275,10267960
551,52743275,37180529
551,52743275,ЭЛ755683
546,52743341,20204175
546,52743341,10009252
462,52743366,20071123
462,52743366,00428668
488,52743366,20098374
488,52743366,00428707
488,52743366,20134572
488,52743366,00428750
488,52743366,ЭЛ670712
462,52743374,20073824
462,52743374,00428673
462,52743374,ЭЛ568644
,52743432,ЭЛ602626
,52743432,ЭЛ605145
,52743432,ЭЛ623032
488,52743432,20142327
488,52743432,00428770
462,52743465,20071123
462,52743465,00428667
488,52743465,20098374
488,52743465,00428704
488,52743465,20122568
488,52743465,00428731
488,52743465,ЭЛ642004
488,52743465,ЭЛ836948
25,52743465,20289559
,52743465,20284593
,52743465,10030859
,52743473,20284593
,52743473,10030120
462,52743481,20071135
462,52743481,00428675
462,52743481,ЭЛ566436
546,52743549,20204175
546,52743549,10009258
462,52743762,20073857
462,52743762,00428677
488,52743762,20106074
488,52743762,00428708
546,52743986,20204160
546,52743986,10009273
546,52744273,20204175
546,52744273,10009252
546,52744521,20204175
546,52744521,10009258
546,52744612,20204160
546,52744612,10009273
546,52744919,20204160
546,52744919,10009260
546,52744984,20204160
546,52744984,10009273
546,52745361,20204160
546,52745361,10009953
546,52745502,20204160
546,52745502,10009252
546,52745510,20204160
546,52745510,10009252
546,52745932,20204160
546,52745932,10010480
546,52745965,20204160
546,52745965,10009252
413,52757598,ЭЛ487044
413,52757598,ЭЛ514902
,52757598,27122251
,52757598,ЭЛ749349
551,52757598,10274957
551,52757598,37222931
31,52757606,ЭЛ928663
31,52757606,ЭЛ938675
58,52757606,ЭЛ949622
58,52757606,ЭЛ966467
524,52757614,20191930
524,52757614,20001710
28,52757614,ЭЛ772725
,52757622,ЭЛ475176
,52757622,ЭЛ488459
465,52757622,ЭЛ626772
465,52757622,ЭЛ638171
,52757622,ЭЛ648975
,52757622,ЭЛ661239
519,52757630,20167524
519,52757630,10000608
520,52757630,20199681
520,52757630,10008415
,52757630,ЭЛ767631
487,52757648,20109211
487,52757648,00655788
492,52757648,20140817
492,52757648,00596711
487,52757655,20107771
487,52757655,00655777
,52757655,ЭЛ625771
,52757655,ЭЛ816183
,52757655,ЭЛ822530
5,52757689,ЭЛ812095
5,52757689,ЭЛ817754
24,52757689,ЭЛ826820
24,52757689,ЭЛ838135
31,52757689,ЭЛ880741
31,52757689,ЭЛ890996
58,52757689,ЭЛ898180
58,52757689,ЭЛ913869
47,52757689,20329364
47,52757689,10043389
439,52757713,20029646
439,52757713,00655344
439,52757713,02017653
441,52757713,20082018
441,52757713,00639253
,52757713,ЭЛ628151
31,52757713,ЭЛ937242
31,52757713,ЭЛ944934
58,52757713,ЭЛ951110
58,52757713,ЭЛ965653
,52757721,ЭЛ480500
,52757721,ЭЛ491201
,52757770,ЭЛ509360
,52757770,ЭЛ519743
50,52757770,ЭЛ876013
50,52757770,ЭЛ886642
,52757770,ЭЛ903191
463,52757796,ЭЛ556660
463,52757796,ЭЛ581481
471,52757796,ЭЛ600646
471,52757796,ЭЛ622402
439,52757804,20059030
439,52757804,00655444
487,52757804,20089871
487,52757804,00655628
439,52757812,20019436
439,52757812,00655271
439,52757812,20045770
439,52757812,00655393
5,52757820,ЭЛ800959
5,52757820,ЭЛ809817
,52757820,27120036
,52757820,ЭЛ831311
9,52757820,20284063
9,52757820,35286419
526,52757838,ЭЛ656206
526,52757838,ЭЛ693018
520,52757853,20177725
520,52757853,10001899
,52757853,ЭЛ714009
,52757861,ЭЛ569519
,52757861,ЭЛ587076
,52757861,ЭЛ832633
24,52757861,ЭЛ847776
24,52757861,ЭЛ862024
465,52757879,ЭЛ564041
465,52757879,ЭЛ663461
544,52757879,ЭЛ672924
544,52757879,ЭЛ686897
439,52757887,20083331
439,52757887,00655619
439,52757887,ЭЛ630971
,52757887,ЭЛ651133
,52757887,ЭЛ665220
,52757887,ЭЛ665324
515,52757887,20180216
515,52757887,35022763
,52757887,nan
546,52758125,20204160
546,52758125,10009953
462,52758166,20071123
462,52758166,00428668
488,52758166,20098339
488,52758166,00428718
488,52758166,20138683
488,52758166,00428764
551,52758166,10267960
551,52758166,37180529
25,52758182,20248449
25,52758182,10020426
462,52758232,20071135
462,52758232,00428675
462,52758232,ЭЛ566436
25,52758307,20248449
25,52758307,10020426
462,52758372,20073857
462,52758372,00428677
462,52758372,ЭЛ566436
462,52758372,ЭЛ788305
25,52758372,20248449
25,52758372,10021583
551,52758398,10267960
551,52758398,37180529
510,52767530,20173220
510,52767530,35082959
9,52767530,20251263
9,52767530,35248514
,52767563,ЭЛ551207
,52767563,ЭЛ564519
,52767571,ЭЛ497909
,52767571,ЭЛ512605
,52767571,ЭЛ668403
519,52767571,20172057
519,52767571,10000595
,52767571,ЭЛ710496
24,52767589,ЭЛ849584
24,52767589,ЭЛ864900
,52767589,20299499
551,52767605,10272901
551,52767605,nan
551,52767605,37221635
,52767605,20238061
,52767613,ЭЛ412848
415,52767639,ЭЛ418768
415,52767639,ЭЛ427332
465,52767639,ЭЛ555495
465,52767639,ЭЛ564372
487,52767654,20107771
487,52767654,00655776
,52767654,ЭЛ625477
17,52767654,ЭЛ849366
17,52767654,ЭЛ854631
,52767662,ЭЛ513291
,52767662,ЭЛ527974
524,52767688,20191930
524,52767688,20001931
519,52767704,20166191
519,52767704,00428797
5,52767704,ЭЛ778563
5,52767704,ЭЛ787305
24,52767704,ЭЛ802207
24,52767704,ЭЛ811419
463,52767753,ЭЛ545506
463,52767753,ЭЛ582944
527,52767753,ЭЛ735543
527,52767753,ЭЛ765570
,52767779,ЭЛ431197
,52767779,ЭЛ458612
480,52767779,ЭЛ474939
480,52767779,ЭЛ542348
526,52767795,ЭЛ745886
526,52767795,ЭЛ760779
,52767803,27122251
,52767803,ЭЛ749349
551,52767803,10274957
551,52767803,37222931
439,52767811,20019436
439,52767811,00655272
465,52767860,ЭЛ555495
465,52767860,ЭЛ564366
551,52767886,10269871
551,52767886,37206004
439,52767910,20042411
439,52767910,00655352
487,52767910,20089839
487,52767910,00655630
544,52767928,ЭЛ680575
544,52767928,ЭЛ694392
5,52767936,ЭЛ789198
5,52767936,ЭЛ795701
,52767977,ЭЛ572739
,52767977,ЭЛ587076
,52767977,ЭЛ647714
544,52767977,ЭЛ656996
544,52767977,ЭЛ672915
515,52767977,20218957
515,52767977,35097856
,52767985,ЭЛ512386
,52767985,ЭЛ521586
,52767985,nan
,52767985,ЭЛ834297
,52767985,20291057
,52768017,ЭЛ480500
,52768017,ЭЛ509382
444,52768017,20077535
444,52768017,nan
444,52768017,00669154
444,52768017,ЭЛ706081
551,52768017,10267961
551,52768017,37190762
16,52768025,ЭЛ861485
16,52768025,ЭЛ944038
5,52768041,ЭЛ816011
5,52768041,ЭЛ823521
24,52768041,ЭЛ835217
24,52768041,ЭЛ847327
415,52768058,ЭЛ418768
415,52768058,ЭЛ427332
,52768066,ЭЛ410768
,52768066,ЭЛ450842
,52768066,ЭЛ466278
,52768066,ЭЛ476358
46,52768074,20344494
46,52768074,10045741
,52768082,ЭЛ704495
,52768082,ЭЛ724803
31,52768082,ЭЛ921418
31,52768082,ЭЛ926700
58,52768082,ЭЛ937814
58,52768082,ЭЛ950690
5,52768116,ЭЛ818854
5,52768116,ЭЛ826672
24,52768116,ЭЛ842425
24,52768116,ЭЛ856652
5,52768124,ЭЛ840215
5,52768124,ЭЛ848283
24,52768124,ЭЛ859001
24,52768124,ЭЛ875967
24,52768124,ЭЛ875380
519,52768140,20163445
519,52768140,00428790
413,52768165,ЭЛ432480
413,52768165,ЭЛ458797
31,52768223,ЭЛ877968
31,52768223,ЭЛ883012
520,52768249,20202483
520,52768249,10006684
,52768249,20230954
,52768256,ЭЛ496180
,52768256,ЭЛ512605
466,52768264,ЭЛ648097
466,52768264,ЭЛ692045
520,52768264,20193950
520,52768264,10005082
492,52768298,20140816
492,52768298,00596730
,52768298,20229518
,52769288,20284593
,52769288,10030120
462,52769361,20071135
462,52769361,00428675
462,52769361,ЭЛ566436
462,52769361,ЭЛ788305
25,52769361,20248449
25,52769361,10020426
462,52769387,20071123
462,52769387,00428668
488,52769387,20098339
488,52769387,00428702
488,52769387,20132147
488,52769387,00428741
519,52769387,20177201
519,52769387,10005970
,52769387,ЭЛ770095
25,52769429,20248449
25,52769429,nan
462,52769700,20071123
462,52769700,00428667
488,52769700,20098339
488,52769700,00428702
488,52769700,ЭЛ595994
488,52769700,ЭЛ763490
462,52769726,20073824
462,52769726,00022134
462,52769726,ЭЛ565948
462,52770633,20071123
462,52770633,00428668
488,52770633,20098339
488,52770633,00428702
488,52770633,20132158
488,52770633,00428740
519,52770633,20177201
519,52770633,10004686
,52770633,ЭЛ736994
546,52772209,20204175
546,52772209,10009252
462,52772639,20073824
462,52772639,00428676
462,52772639,ЭЛ763490
462,52772647,20071123
462,52772647,00428668
488,52772647,20098362
488,52772647,00428704
488,52772647,20122568
488,52772647,00428732
488,52772647,ЭЛ641825
462,52772662,20073824
462,52772662,00022134
462,52772662,ЭЛ565948
462,52772720,20073824
462,52772720,00022134
488,52772720,20122568
488,52772720,00428731
488,52772720,ЭЛ641819
25,52772753,20248449
25,52772753,10020426
77,52772787,20358677
462,52772795,20073824
462,52772795,00428674
488,52772795,20105873
488,52772795,00428717
488,52772795,20138683
488,52772795,00428762
462,52772811,20073824
462,52772811,00022134
462,52772811,ЭЛ565948
551,52772944,10267960
551,52772944,37180529
77,52772951,20358677
462,52773082,20071123
462,52773082,00428668
462,52773082,ЭЛ556299
462,52773082,ЭЛ788305
25,52773082,20248449
25,52773082,10021583
462,52773140,20071123
462,52773140,00428667
488,52773140,20098374
488,52773140,00428704
488,52773140,20122568
488,52773140,00428731
488,52773140,ЭЛ641825
,52773181,10281442
,52773223,20284593
,52773223,10030120
25,52773249,20266741
25,52773249,10022305
551,52773314,10267960
551,52773314,37180529
551,52773355,10267960
551,52773355,37180529
462,52773363,20071123
462,52773363,00428667
462,52773363,ЭЛ556299
462,52773363,ЭЛ788305
25,52773363,20248449
25,52773363,10021607
77,52773389,20358677
462,52773421,20073824
462,52773421,00022134
462,52773421,ЭЛ566027
462,52773447,20071123
462,52773447,00428668
488,52773447,20098374
488,52773447,00428707
488,52773447,ЭЛ610560
462,52773454,20071123
462,52773454,00428668
488,52773454,20098339
488,52773454,00428702
488,52773454,20122568
488,52773454,00428732
488,52773454,ЭЛ641825
488,52773454,ЭЛ788305
25,52773454,20248448
25,52773454,10020541
462,52773470,20073824
462,52773470,00428673
462,52773470,ЭЛ568644
462,52773496,20073824
462,52773496,00428673
462,52773496,ЭЛ568644
,52782976,27120951
,52782976,ЭЛ724803
551,52782976,10271371
551,52782976,nan
551,52782976,37221637
,52782976,20238108
520,52782984,20214849
520,52782984,10010695
46,52782984,20344494
46,52782984,10045228
,52783008,ЭЛ471433
,52783008,ЭЛ481579
,52783008,ЭЛ490930
31,52783024,ЭЛ877968
31,52783024,ЭЛ883012
432,52783032,ЭЛ416241
432,52783032,ЭЛ438720
520,52783032,20164536
520,52783032,10002550
,52783032,20229518
,52783032,35267198
58,52783032,ЭЛ921235
58,52783032,ЭЛ939425
465,52783040,ЭЛ606047
465,52783040,ЭЛ614592
511,52783040,20146763
511,52783040,34963213
31,52783040,ЭЛ926715
31,52783040,ЭЛ934847
58,52783040,ЭЛ943763
58,52783040,ЭЛ957978
,52783065,ЭЛ471433
,52783065,ЭЛ481579
,52783065,ЭЛ490906
,52783065,ЭЛ642057
510,52783065,20173404
510,52783065,35082960
9,52783065,20251259
9,52783065,35248515
,52783081,27122207
,52783081,ЭЛ642057
510,52783081,20176090
510,52783081,35019245
510,52783081,20223332
510,52783081,35242923
77,52783099,20323722
465,52783107,ЭЛ547119
465,52783107,ЭЛ555310
,52783107,ЭЛ565106
,52783107,ЭЛ583178
,52783107,ЭЛ678122
519,52783107,20176275
519,52783107,10002365
551,52783107,10271362
551,52783107,37207926
439,52783123,20059030
439,52783123,00655444
492,52783123,20140816
492,52783123,00596727
5,52783123,ЭЛ778563
5,52783123,ЭЛ787305
24,52783123,ЭЛ802207
24,52783123,ЭЛ813396
,52783131,ЭЛ704495
,52783131,ЭЛ724803
551,52783131,10271371
551,52783131,nan
,52783131,27122357
,52783149,ЭЛ541372
,52783149,ЭЛ549406
487,52783149,20105720
487,52783149,00655724
,52783149,ЭЛ628151
439,52783156,20042411
439,52783156,00655352
440,52783164,20028530
440,52783164,00621524
487,52783164,20107771
487,52783164,00655776
,52783164,ЭЛ625567
519,52783248,20167524
519,52783248,10000603
520,52783248,20199681
520,52783248,10011032
530,52783263,ЭЛ689581
530,52783263,ЭЛ697300
,52783271,ЭЛ418850
31,52783271,ЭЛ891945
31,52783271,ЭЛ900608
58,52783271,ЭЛ915987
58,52783271,ЭЛ927665
519,52783289,20176275
519,52783289,10002278
551,52783289,10271362
551,52783289,nan
551,52783289,37219953
,52783289,20238512
5,52783305,ЭЛ778563
5,52783305,ЭЛ787305
24,52783305,ЭЛ802207
24,52783305,ЭЛ813396
487,52783313,20105720
487,52783313,00655731
31,52783321,ЭЛ880741
31,52783321,ЭЛ890996
58,52783321,ЭЛ897489
58,52783321,ЭЛ911741
58,52783339,ЭЛ909573
58,52783339,ЭЛ922306
5,52783347,ЭЛ830513
5,52783347,ЭЛ836777
24,52783347,ЭЛ844870
24,52783347,ЭЛ857977
,52783362,ЭЛ422399
,52783362,ЭЛ431887
415,52783362,ЭЛ492942
415,52783362,ЭЛ501268
415,52783362,ЭЛ511915
,52783362,ЭЛ527761
,52783362,ЭЛ547928
58,52783388,ЭЛ904871
58,52783388,ЭЛ920571
442,52783412,20059224
442,52783412,00662675
,52783412,ЭЛ544015
5,52783412,ЭЛ769834
5,52783412,ЭЛ776285
24,52783412,ЭЛ789796
24,52783412,ЭЛ797719
24,52783412,ЭЛ844719
57,52783412,20293377
57,52783412,10028935
416,52783420,ЭЛ421998
416,52783420,ЭЛ459627
416,52783420,ЭЛ511304
416,52783420,ЭЛ598337
31,52783438,ЭЛ928663
31,52783438,ЭЛ938675
58,52783438,ЭЛ949622
58,52783438,ЭЛ965657
431,52783503,ЭЛ416197
431,52783503,ЭЛ443342
,52783537,ЭЛ730491
,52783552,ЭЛ431248
,52783552,ЭЛ452513
439,52783552,20044049
439,52783552,00655377
490,52783552,20132171
490,52783552,00688817
,52783552,ЭЛ655885
447,52783560,10229437
447,52783560,36836055
448,52783560,20059895
448,52783560,34767103
,52783560,nan
465,52783594,ЭЛ568631
465,52783594,ЭЛ575179
488,52783594,20114187
488,52783594,00428724
488,52783594,ЭЛ664641
544,52783594,ЭЛ684102
544,52783594,ЭЛ687629
544,52783594,ЭЛ705084
544,52783594,ЭЛ711775
31,52783594,ЭЛ877968
31,52783594,ЭЛ883012
31,52783610,ЭЛ926715
31,52783610,ЭЛ934847
58,52783610,ЭЛ941264
58,52783610,ЭЛ952669
463,52783628,ЭЛ589682
463,52783628,ЭЛ618177
528,52783628,20163098
528,52783628,00504545
530,52783636,ЭЛ662622
530,52783636,ЭЛ671070
,52783636,Ж0198023
530,52783644,ЭЛ689581
530,52783644,ЭЛ697300
530,52783644,ЭЛ930568
530,52783644,ЭЛ939232
77,52783644,20346858
,52783685,ЭЛ443165
,52783685,ЭЛ456109
415,52783693,ЭЛ492942
31,52783693,ЭЛ877968
31,52783693,ЭЛ883012
29,52783701,10287643
29,52783701,37359821
520,52783735,20164536
520,52783735,00705044
,52783735,ЭЛ732807
57,52783750,20294579
57,52783750,10029877
440,52783768,20028530
524,52783776,20191930
524,52783776,20001703
,52783776,20239106
5,52783800,ЭЛ789198
5,52783800,ЭЛ795701
465,52783818,ЭЛ621243
465,52783818,ЭЛ630188
,52783818,ЭЛ639548
,52783818,ЭЛ650162
520,52783818,20214849
520,52783818,10011038
506,52783842,ЭЛ747067
506,52783842,ЭЛ767496
442,52783859,20053716
442,52783859,00662660
,52783859,20090831
,52783875,ЭЛ628227
,52783875,ЭЛ646250
,52783875,27120067
,52783875,ЭЛ887241
58,52783875,ЭЛ900517
58,52783875,ЭЛ913842
530,52783883,ЭЛ659735
530,52783883,ЭЛ666363
544,52783883,ЭЛ677604
544,52783883,ЭЛ696605
544,52783883,ЭЛ741104
544,52783883,ЭЛ764413
463,52783891,ЭЛ560580
463,52783891,ЭЛ581481
471,52783891,ЭЛ622454
471,52783891,ЭЛ651437
,52783909,ЭЛ435066
,52783909,ЭЛ449760
492,52783917,20140816
492,52783917,00596730
,52783917,20229518
487,52783925,20106098
487,52783925,00655759
517,52783925,ЭЛ724323
12,52783925,ЭЛ766711
12,52783925,ЭЛ930306
5,52783933,ЭЛ802619
5,52783933,ЭЛ811199
24,52783933,ЭЛ818424
24,52783933,ЭЛ825304
34,52783933,20275031
34,52783933,10024245
,52783933,ЭЛ871371
493,52783941,20146337
493,52783941,00711495
,52783941,ЭЛ729921
46,52783941,20344494
46,52783941,10046103
58,52783974,ЭЛ957933
413,52783982,ЭЛ490130
413,52783982,ЭЛ516663
413,52783982,ЭЛ653743
519,52783982,20163445
519,52783982,00428790
5,52783990,ЭЛ830513
5,52783990,ЭЛ836777
24,52783990,ЭЛ847776
24,52783990,ЭЛ864900
50,52783990,ЭЛ875313
50,52783990,ЭЛ885663
,52783990,20312987
487,52784022,20099250
487,52784022,00655702
,52784022,ЭЛ601020
,52784022,ЭЛ656811
544,52784022,ЭЛ677587
544,52784022,ЭЛ688947
439,52784030,20027062
439,52784030,00655321
439,52784030,ЭЛ648587
544,52784030,ЭЛ671324
544,52784030,ЭЛ683244
58,52784048,ЭЛ921232
58,52784048,ЭЛ943154
,52784121,ЭЛ496180
,52784121,ЭЛ513601
47,52784121,20329357
47,52784121,10041849
526,52784139,ЭЛ723468
526,52784139,ЭЛ743288
526,52784139,ЭЛ799558
526,52784139,ЭЛ837824
29,52784139,10287638
29,52784139,37359821
409,52784154,ЭЛ442532
409,52784154,ЭЛ482155
530,52784154,ЭЛ675441
530,52784154,ЭЛ681084
519,52784154,20180407
519,52784154,10004249
551,52784154,10272908
551,52784154,nan
551,52784154,37221610
46,52784162,20362449
526,52784188,ЭЛ656981
526,52784188,ЭЛ679204
34,52784196,20276519
34,52784196,10025337
31,52784212,ЭЛ921418
31,52784212,ЭЛ926700
58,52784212,ЭЛ937814
58,52784212,ЭЛ952686
77,52784246,20346858
465,52784253,ЭЛ568631
465,52784253,ЭЛ575179
488,52784253,20114187
488,52784253,00428725
488,52784253,ЭЛ658295
520,52784253,20177725
520,52784253,10001899
,52784253,ЭЛ714505
506,52784287,ЭЛ672604
506,52784287,ЭЛ715110
,52784329,ЭЛ422897
,52784329,ЭЛ847878
57,52784329,20293327
57,52784329,10029984
439,52784345,20059030
439,52784345,00655444
,52784352,ЭЛ532128
,52784352,ЭЛ544214
,52784386,ЭЛ572739
,52784386,ЭЛ587076
465,52784410,ЭЛ628864
465,52784410,ЭЛ640820
,52784410,ЭЛ648975
,52784410,ЭЛ658540
520,52784428,20202483
520,52784428,10006684
,52784428,20230954
520,52784436,20193950
520,52784436,10004969
520,52784436,ЭЛ774998
24,52784436,ЭЛ782587
24,52784436,ЭЛ788453
,52784444,ЭЛ459690
,52784444,ЭЛ471565
465,52784444,ЭЛ619349
465,52784444,ЭЛ628978
465,52784444,ЭЛ636521
465,52784444,ЭЛ637769
,52784444,27028037
,52784451,ЭЛ599643
,52784451,ЭЛ617613
465,52784469,ЭЛ555495
465,52784469,ЭЛ564369
,52784469,ЭЛ577303
,52784469,ЭЛ590578
26,52786878,20267850
26,52786878,10023253
443,52786902,20041392
443,52786902,00596622
,52786902,ЭЛ615008
,52786902,ЭЛ637294
544,52786902,ЭЛ659607
544,52786902,ЭЛ675592
26,52786928,20267868
26,52786928,10022965
,52787025,20207102
,52787025,10015305
28,52787025,ЭЛ811499
28,52787025,ЭЛ842450
26,52787124,20267845
26,52787124,10023451
58,52790755,ЭЛ959913
,52790771,20019568
50,52790771,ЭЛ870525
50,52790771,ЭЛ876114
58,52790771,ЭЛ900124
58,52790771,ЭЛ916107
415,52790789,ЭЛ418768
415,52790789,ЭЛ427729
,52790789,ЭЛ443165
,52790789,ЭЛ456898
530,52790821,ЭЛ681673
530,52790821,ЭЛ690122
519,52790821,20188893
,52790821,nan
465,52790839,ЭЛ558452
465,52790839,ЭЛ574264
,52790839,ЭЛ585166
,52790839,ЭЛ604280
520,52790839,20210584
520,52790839,10010464
,52790839,27120072
,52790839,ЭЛ887241
58,52790839,ЭЛ904871
58,52790839,ЭЛ920571
439,52790862,20029646
439,52790862,00655344
,52790862,27120041
,52790862,ЭЛ841080
24,52790862,ЭЛ863635
24,52790862,ЭЛ875380
28,52790870,ЭЛ843673
28,52790870,ЭЛ856485
,52790888,27120949
,52790888,ЭЛ719876
551,52790888,10270462
551,52790888,nan
551,52790888,37194247
,52790904,27120951
,52790904,ЭЛ724803
551,52790904,10270853
551,52790904,nan
551,52790904,37231317
,52790912,ЭЛ822530
,52790920,ЭЛ408419
,52790920,ЭЛ452540
439,52790920,20044049
439,52790920,00655440
487,52790920,20089767
487,52790920,00655630
41,52790938,ЭЛ957587
480,52790953,ЭЛ474939
480,52790953,ЭЛ516666
520,52790979,20210584
520,52790979,10011136
519,52790987,20163445
519,52790987,00428791
519,52790987,ЭЛ771780
24,52790987,ЭЛ781894
24,52790987,ЭЛ787528
516,52790995,ЭЛ726523
516,52790995,ЭЛ784066
31,52790995,ЭЛ941412
31,52790995,ЭЛ950025
