ЗНП,Вагон №,Накладная №
431,52884954,ЭЛ541192
431,52884954,35267202
58,52884954,ЭЛ921232
58,52884954,ЭЛ943154
413,52884988,ЭЛ519786
413,52884988,ЭЛ542781
413,52884988,ЭЛ832633
24,52884988,ЭЛ847776
24,52884988,ЭЛ864900
49,52884988,ЭЛ896534
49,52884988,ЭЛ912060
480,52885043,ЭЛ518345
530,52885043,ЭЛ677575
530,52885043,ЭЛ685934
530,52885043,ЭЛ697219
,52885092,ЭЛ827045
462,52885126,20022594
462,52885126,00428622
462,52885126,20046575
462,52885126,00428637
462,52885126,20072126
462,52885126,00428665
488,52885126,20094080
488,52885126,00428699
488,52885126,20116720
488,52885126,00428728
488,52885126,ЭЛ633209
488,52885126,ЭЛ720326
519,52885126,20217518
519,52885126,10011122
519,52885126,ЭЛ774029
34,52885167,20295925
34,52885167,10029792
,52885167,ЭЛ916243
,52885217,ЭЛ506622
,52885217,ЭЛ527974
462,52885316,20028940
462,52885316,00428626
462,52885316,ЭЛ472757
77,52885332,20353977
519,52885373,20217528
519,52885373,10012617
17,52885381,ЭЛ854446
17,52885381,ЭЛ863381
480,52885423,ЭЛ459555
480,52885423,ЭЛ510306
,52885431,ЭЛ461490
,52885431,ЭЛ480244
487,52885449,20111577
487,52885449,00655795
,52885449,ЭЛ625567
,52885571,ЭЛ466278
,52885571,ЭЛ474402
,52885571,ЭЛ503513
,52885571,ЭЛ527761
,52885571,ЭЛ546615
520,52885597,20177725
520,52885597,10001899
,52885597,ЭЛ714500
,52885605,ЭЛ628227
,52885605,ЭЛ646250
5,52885605,ЭЛ777453
5,52885605,ЭЛ783457
,52885613,ЭЛ428013
,52885613,ЭЛ435938
,52885613,ЭЛ461490
,52885613,ЭЛ475882
,52885613,ЭЛ867933
52,52885613,ЭЛ884684
34,52885647,20295388
34,52885647,10029792
,52885647,ЭЛ916243
49,52885670,ЭЛ897131
49,52885670,ЭЛ912060
57,52885761,20290282
57,52885761,10028335
,52885761,ЭЛ905991
,52885761,ЭЛ926485
52,52885761,ЭЛ966152
519,52885779,20223687
519,52885779,10011913
,52885803,ЭЛ515795
,52885803,ЭЛ535469
,52885811,ЭЛ621605
,52885811,ЭЛ653689
544,52885811,ЭЛ668464
544,52885811,ЭЛ689794
551,52885852,10274958
551,52885852,37222921
439,52885860,20045770
439,52885860,00655393
465,52885860,ЭЛ584316
465,52885860,ЭЛ602085
488,52885860,20136244
488,52885860,00428760
488,52885860,ЭЛ970243
487,52885910,20137874
487,52885910,00704908
49,52885910,ЭЛ867820
49,52885910,ЭЛ882366
519,52885928,20176275
519,52885928,10002278
553,52885928,20214578
553,52885928,10011273
49,52885928,ЭЛ897131
49,52885928,ЭЛ912060
530,52885936,ЭЛ662622
530,52885936,ЭЛ671070
,52885936,Ж0197909
,52885936,27120067
,52885936,ЭЛ887241
58,52885936,ЭЛ904871
58,52885936,ЭЛ920571
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
11,52885977,20242366
,52885977,35173607
,52885977,ЭЛ963033
,52885977,ЭЛ967235
77,52885977,20361678
,52886017,ЭЛ622431
,52886017,ЭЛ625804
,52886017,ЭЛ633520
520,52886017,20202483
520,52886017,10006684
526,52886066,ЭЛ722698
526,52886066,ЭЛ738907
5,52886066,ЭЛ778563
5,52886066,ЭЛ787305
24,52886066,ЭЛ799841
24,52886066,ЭЛ811419
413,52886116,ЭЛ428718
413,52886116,ЭЛ451157
413,52886116,ЭЛ451820
,52886165,27121824
,52886165,ЭЛ831311
9,52886165,20288315
9,52886165,35302223
49,52886165,ЭЛ946725
49,52886165,ЭЛ963418
5,52886173,ЭЛ774053
5,52886173,ЭЛ781619
487,52886207,20106098
487,52886207,00655750
,52886215,ЭЛ608967
,52886215,ЭЛ622930
,52886215,ЭЛ769384
19,52886215,ЭЛ798448
19,52886215,ЭЛ820899
,52886249,27120100
,52886249,ЭЛ944460
64,52886249,20361179
24,52886280,ЭЛ846301
24,52886280,ЭЛ859840
,52886306,ЭЛ558537
,52886306,ЭЛ583178
,52886306,ЭЛ678122
519,52886306,20176275
519,52886306,10002365
551,52886306,10271362
551,52886306,37207926
77,52886314,20353977
49,52886405,ЭЛ945000
49,52886405,ЭЛ963411
31,52886447,ЭЛ949368
530,52886454,ЭЛ675441
530,52886454,ЭЛ681084
519,52886454,20180407
519,52886454,10004673
519,52886454,Б0944973
29,52886454,10279457
29,52886454,37260709
439,52886470,20083331
439,52886470,00024356
,52886470,27121849
,52886470,ЭЛ899785
62,52886470,20312337
544,52886496,ЭЛ659607
544,52886496,ЭЛ672903
,52886496,ЭЛ681650
5,52886496,ЭЛ774053
5,52886496,ЭЛ781619
,52886496,ЭЛ888457
,52886496,ЭЛ914668
52,52886496,ЭЛ957183
433,52886546,20024905
433,52886546,34675628
,52886546,nan
,52886546,ЭЛ517238
487,52886546,20106098
487,52886546,00655763
,52886611,ЭЛ447827
,52886611,ЭЛ459728
34,52886611,20276573
34,52886611,10025337
462,52886645,20028951
462,52886645,00428628
462,52886645,20057113
462,52886645,00428652
462,52886645,ЭЛ529473
503,52886645,ЭЛ546284
,52886652,ЭЛ645118
,52886652,ЭЛ656336
76,52886652,20344546
465,52886660,ЭЛ589615
465,52886660,ЭЛ599022
520,52886660,20202483
,52886660,20224205
,52886660,10011698
17,52886678,ЭЛ854446
17,52886678,ЭЛ863381
17,52886678,ЭЛ927899
41,52886678,ЭЛ953495
520,52886694,20177725
520,52886694,10001888
,52886694,nan
,52886694,ЭЛ834295
2,52886694,20287545
2,52886694,00512076
,52886736,27121842
,52886736,ЭЛ887241
58,52886736,ЭЛ904871
58,52886736,ЭЛ920571
530,52886744,ЭЛ684076
530,52886744,ЭЛ691046
530,52886744,ЭЛ698942
31,52886801,ЭЛ937242
31,52886801,ЭЛ944934
58,52886801,ЭЛ949622
58,52886801,ЭЛ966467
465,52886835,ЭЛ611464
465,52886835,ЭЛ617947
488,52886835,20142327
488,52886835,00428771
,52886835,ЭЛ680431
5,52886835,ЭЛ778563
5,52886835,ЭЛ787305
24,52886835,ЭЛ802207
24,52886835,ЭЛ813396
462,52886868,20022594
462,52886868,00469136
462,52886868,20046575
462,52886868,00428638
462,52886868,20072131
462,52886868,00428670
488,52886868,20098362
488,52886868,00428701
488,52886868,20132147
488,52886868,00428743
,52886900,ЭЛ645118
,52886900,ЭЛ656336
519,52886991,20223687
519,52886991,10011757
413,52887023,ЭЛ456994
413,52887023,ЭЛ475785
413,52887023,ЭЛ719876
551,52887023,10270462
551,52887023,37190707
,52887023,27123082
487,52887031,20146691
487,52887031,00704948
,52887072,ЭЛ406318
,52887072,ЭЛ432271
31,52887072,ЭЛ949368
465,52887080,ЭЛ626772
465,52887080,ЭЛ638171
,52887080,ЭЛ647145
,52887080,ЭЛ656336
,52887080,ЭЛ924406
,52887080,ЭЛ957072
538,52887155,ЭЛ746129
538,52887155,ЭЛ756155
,52887213,ЭЛ498840
,52887213,ЭЛ512634
,52887213,ЭЛ532128
,52887213,ЭЛ544214
530,52887213,ЭЛ662622
530,52887213,ЭЛ671070
462,52887312,20030579
462,52887312,00428629
462,52887312,20059655
462,52887312,00428655
488,52887312,20090659
488,52887312,00428695
488,52887312,20116714
488,52887312,00428734
488,52887312,20160929
488,52887312,00428788
519,52887312,20184903
519,52887312,10003863
553,52887312,20214589
553,52887312,nan
553,52887312,10011039
487,52887338,20089868
487,52887338,00655630
487,52887338,ЭЛ847878
57,52887338,20294553
57,52887338,10029877
487,52887346,20092531
487,52887346,00655674
489,52887346,ЭЛ597460
489,52887346,ЭЛ620737
489,52887346,35182048
34,52887346,20295388
34,52887346,10029792
,52887346,ЭЛ916243
487,52887353,20149818
487,52887353,00704945
,52887353,27121823
,52887353,ЭЛ829845
58,52887353,ЭЛ877101
58,52887353,ЭЛ883842
,52887395,ЭЛ582552
,52887395,ЭЛ599276
526,52887437,ЭЛ722804
,52887437,ЭЛ724826
,52887437,ЭЛ743288
,52887460,ЭЛ595157
,52887460,ЭЛ602034
,52887460,ЭЛ882102
58,52887460,ЭЛ897489
58,52887460,ЭЛ911741
,52887460,20325863
,52887478,ЭЛ551207
,52887478,ЭЛ567453
,52887478,ЭЛ678122
519,52887478,20176694
519,52887478,10005958
551,52887478,10274957
551,52887478,nan
551,52887478,37231317
50,52887478,ЭЛ876010
50,52887478,ЭЛ888594
47,52887478,20326143
47,52887478,10041991
462,52887486,20055449
462,52887486,00428648
462,52887486,Б0944960
488,52887486,20090724
,52887486,20103710
,52887486,00428711
488,52887486,20134572
488,52887486,00428757
488,52887486,73194701
487,52887544,20107771
487,52887544,00655777
,52887544,ЭЛ625771
487,52887619,20092497
487,52887619,00655674
530,52887619,ЭЛ689581
530,52887619,ЭЛ697300
503,52887668,ЭЛ641540
503,52887668,ЭЛ682730
17,52887668,ЭЛ854446
17,52887668,ЭЛ863405
49,52887668,ЭЛ946725
49,52887668,ЭЛ963418
519,52887692,20223687
519,52887692,10011756
465,52887759,ЭЛ619349
465,52887759,ЭЛ628978
465,52887759,ЭЛ636521
533,52887759,20159955
533,52887759,00703777
487,52887783,20092851
487,52887783,00655672
465,52887783,ЭЛ621243
465,52887783,ЭЛ630188
,52887783,ЭЛ638551
,52887783,ЭЛ650162
,52887783,ЭЛ653080
462,52887817,20028951
462,52887817,00428628
462,52887817,20057113
462,52887817,00428652
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,20084314
486,52887817,00428682
488,52887817,20107565
488,52887817,00428713
532,52887817,20132124
532,52887817,00703672
465,52887858,ЭЛ558452
465,52887858,ЭЛ574264
,52887858,ЭЛ582552
,52887858,ЭЛ599276
5,52887858,ЭЛ767885
5,52887858,ЭЛ774998
24,52887858,ЭЛ782587
24,52887858,ЭЛ788453
57,52887866,20293321
57,52887866,10035362
46,52887866,20344494
46,52887866,10045228
526,52887882,ЭЛ658773
,52887882,ЭЛ660443
,52887882,ЭЛ679165
544,52887890,ЭЛ689508
544,52887890,ЭЛ702826
47,52887890,20327856
47,52887890,10041854
31,52887957,ЭЛ926715
31,52887957,ЭЛ934847
58,52887957,ЭЛ941264
58,52887957,ЭЛ952669
538,52887981,ЭЛ728560
538,52887981,ЭЛ733261
544,52887981,ЭЛ750660
544,52887981,ЭЛ758712
544,52887981,ЭЛ759237
,52888104,ЭЛ482092
,52888104,ЭЛ491766
413,52888104,ЭЛ516909
413,52888104,ЭЛ535627
413,52888104,ЭЛ668403
519,52888104,20172060
519,52888104,10004047
519,52888104,ЭЛ734182
5,52888120,ЭЛ777453
5,52888120,ЭЛ783457
5,52888120,ЭЛ885756
41,52888120,ЭЛ908729
41,52888120,ЭЛ933142
16,52888179,ЭЛ795990
16,52888179,ЭЛ827257
16,52888179,ЭЛ861485
16,52888179,ЭЛ934287
519,52888187,20163445
519,52888187,00428791
,52888195,ЭЛ512386
,52888195,ЭЛ521586
,52888195,ЭЛ545751
,52888195,ЭЛ581163
,52888195,ЭЛ599643
,52888195,ЭЛ617613
487,52888252,20149818
487,52888252,00704945
487,52888252,ЭЛ847878
57,52888252,20294914
57,52888252,10029527
493,52888260,20146690
493,52888260,00711495
,52888260,ЭЛ729921
,52888260,ЭЛ856532
58,52888260,ЭЛ915991
58,52888260,ЭЛ927714
530,52888294,ЭЛ655702
530,52888294,ЭЛ660392
544,52888294,ЭЛ666488
544,52888294,ЭЛ683235
47,52888294,20323221
47,52888294,10040764
,52888302,ЭЛ429235
,52888302,ЭЛ498418
487,52888302,20092845
487,52888302,00655672
50,52888302,ЭЛ882204
50,52888302,ЭЛ890428
,52888336,ЭЛ548817
,52888336,ЭЛ573423
530,52888336,ЭЛ684076
530,52888336,ЭЛ691046
530,52888336,ЭЛ698942
5,52888336,ЭЛ789198
5,52888336,ЭЛ795701
,52888344,ЭЛ396284
,52888344,ЭЛ419774
,52888344,ЭЛ447827
,52888344,ЭЛ458806
,52888344,ЭЛ478575
,52888344,ЭЛ497909
,52888344,ЭЛ512605
,52888344,ЭЛ832633
24,52888344,ЭЛ849585
24,52888344,ЭЛ862020
520,52888377,20193950
520,52888377,10005082
5,52888377,ЭЛ769834
5,52888377,ЭЛ776285
24,52888377,ЭЛ789796
24,52888377,ЭЛ797719
24,52888377,ЭЛ896440
58,52888377,ЭЛ909580
58,52888377,ЭЛ922306
,52888385,ЭЛ461490
,52888385,ЭЛ480244
,52888385,ЭЛ488825
,52888385,ЭЛ493385
,52888385,ЭЛ512386
,52888385,ЭЛ521586
,52888385,ЭЛ542835
,52888385,ЭЛ551207
,52888385,ЭЛ567767
,52888385,ЭЛ952664
,52888401,ЭЛ441633
,52888401,ЭЛ448323
,52888401,ЭЛ480500
,52888401,ЭЛ487966
,52888401,ЭЛ500901
5,52888401,ЭЛ767885
5,52888401,ЭЛ774998
24,52888401,ЭЛ781894
24,52888401,ЭЛ788708
413,52888468,ЭЛ430740
413,52888468,ЭЛ462154
413,52888468,ЭЛ557307
487,52888468,20106098
487,52888468,00655753
487,52888468,ЭЛ908513
77,52888468,20323722
77,52888468,10039679
,52888526,ЭЛ663991
,52888526,ЭЛ682569
534,52888526,ЭЛ719260
534,52888526,ЭЛ775137
530,52888542,ЭЛ662622
530,52888542,ЭЛ671070
530,52888542,ЭЛ676794
,52888542,Ж0198017
530,52888559,ЭЛ662622
530,52888559,ЭЛ671070
530,52888559,ЭЛ676794
,52888559,Ж0198011
58,52888591,ЭЛ959913
530,52888765,ЭЛ681673
530,52888765,ЭЛ690122
519,52888765,20188893
,52888765,20202439
,52888765,10007681
519,52888765,20234245
,52888765,nan
5,52888898,ЭЛ827883
5,52888898,ЭЛ834234
24,52888898,ЭЛ842425
24,52888898,ЭЛ856652
34,52888898,20293474
34,52888898,10028453
,52889011,ЭЛ412775
,52889011,ЭЛ592447
,52889011,ЭЛ608967
530,52889052,ЭЛ677575
530,52889052,ЭЛ685934
519,52889052,20194661
,52889052,nan
,52889094,ЭЛ435066
,52889094,ЭЛ447908
,52889094,ЭЛ653743
519,52889094,20163200
519,52889094,10001492
551,52889094,10270463
551,52889094,37198969
,52889177,ЭЛ652311
,52889177,ЭЛ663554
439,52889219,20019436
439,52889219,nan
439,52889219,00655272
530,52889219,ЭЛ689581
530,52889219,ЭЛ697300
439,52889367,20067507
439,52889367,00655521
,52889367,ЭЛ542092
,52889367,ЭЛ556130
,52889367,ЭЛ575425
,52889367,ЭЛ590578
,52889367,ЭЛ645216
,52889367,ЭЛ676315
,52889383,ЭЛ431248
,52889383,ЭЛ447914
,52889383,ЭЛ473293
,52889383,ЭЛ491900
,52889383,ЭЛ503666
465,52889383,ЭЛ628864
465,52889383,ЭЛ640820
,52889383,ЭЛ651133
,52889383,ЭЛ661239
58,52889409,ЭЛ909580
,52889425,ЭЛ595157
,52889425,ЭЛ604280
,52889433,ЭЛ601202
,52889433,ЭЛ613895
,52889433,ЭЛ876491
58,52889433,ЭЛ915991
58,52889433,ЭЛ931163
,52889441,ЭЛ608967
,52889441,ЭЛ622930
,52889441,27120067
,52889441,ЭЛ887241
58,52889441,ЭЛ907877
465,52889482,ЭЛ558452
465,52889482,ЭЛ574264
,52889482,ЭЛ585166
,52889482,ЭЛ602034
5,52889482,ЭЛ800959
5,52889482,ЭЛ809817
5,52889482,ЭЛ837824
29,52889482,10287638
29,52889482,37359821
544,52889508,ЭЛ672924
544,52889508,ЭЛ686897
443,52889532,20078685
443,52889532,00596654
,52889532,27027726
,52889532,ЭЛ831311
9,52889532,20284094
9,52889532,35286421
77,52889573,20353977
31,52889581,ЭЛ926715
31,52889581,ЭЛ934847
58,52889581,ЭЛ943763
58,52889581,ЭЛ965660
77,52889599,20323722
77,52889599,10038691
465,52889672,ЭЛ555495
465,52889672,ЭЛ564369
,52889672,ЭЛ577303
,52889672,ЭЛ582581
,52889672,ЭЛ597922
415,52889698,ЭЛ492942
415,52889698,ЭЛ501268
,52889698,ЭЛ516644
,52889698,ЭЛ533371
,52889698,ЭЛ605210
463,52889698,ЭЛ620805
463,52889698,ЭЛ647048
463,52889698,ЭЛ832633
24,52889698,ЭЛ847776
24,52889698,ЭЛ864900
50,52889698,ЭЛ875313
50,52889698,ЭЛ885663
,52889698,ЭЛ904295
57,52889748,20294584
57,52889748,10029877
58,52889870,ЭЛ897489
58,52889870,ЭЛ911741
,52889870,20325863
462,52889912,20051181
462,52889912,00428640
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,20080017
486,52889912,00428685
488,52889912,20114187
488,52889912,00428722
519,52889912,20169698
519,52889912,10001461
519,52889912,ЭЛ719303
,52889995,ЭЛ478368
,52889995,ЭЛ487647
,52889995,ЭЛ970243
58,52890035,ЭЛ915991
58,52890035,ЭЛ931163
520,52890050,20202483
520,52890050,10006605
416,52890068,ЭЛ470731
416,52890068,ЭЛ509393
416,52890068,ЭЛ534391
416,52890068,ЭЛ591938
46,52890068,20335352
46,52890068,10044106
,52890084,27121823
,52890084,ЭЛ829845
58,52890084,ЭЛ877101
58,52890084,ЭЛ883842
487,52890134,20111577
487,52890134,00655795
,52890134,ЭЛ625496
5,52890134,ЭЛ777453
5,52890134,ЭЛ783457
5,52890134,ЭЛ816011
5,52890134,ЭЛ823521
24,52890134,ЭЛ835217
24,52890134,ЭЛ847327
31,52890134,ЭЛ941412
31,52890134,ЭЛ950025
58,52890134,ЭЛ954891
,52890191,27120914
,52890191,ЭЛ656146
519,52890191,20166191
519,52890191,00428796
5,52890191,ЭЛ778563
5,52890191,ЭЛ787305
24,52890191,ЭЛ802207
24,52890191,ЭЛ814723
50,52890191,ЭЛ870525
50,52890191,ЭЛ876114
58,52890191,ЭЛ900124
58,52890191,ЭЛ916107
492,52890241,20140712
492,52890241,00596709
34,52890241,20276517
34,52890241,10025337
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
11,52890258,20246674
,52890258,35159162
416,52890290,ЭЛ506951
416,52890290,ЭЛ618688
416,52890290,ЭЛ658688
519,52890290,20167524
519,52890290,10000603
520,52890290,20199681
520,52890290,10011032
416,52890373,ЭЛ431804
416,52890373,ЭЛ468590
520,52890373,20193950
520,52890373,10005082
5,52890373,ЭЛ769834
5,52890373,ЭЛ776285
24,52890373,ЭЛ789796
24,52890373,ЭЛ797719
24,52890373,ЭЛ896440
58,52890373,ЭЛ909580
58,52890373,ЭЛ922306
16,52890399,ЭЛ795990
16,52890399,ЭЛ821350
16,52890399,ЭЛ861499
16,52890399,ЭЛ938222
31,52890407,ЭЛ937242
31,52890407,ЭЛ944934
58,52890407,ЭЛ951110
58,52890407,ЭЛ966491
465,52890415,ЭЛ558452
465,52890415,ЭЛ574264
,52890415,ЭЛ582552
,52890415,ЭЛ599276
31,52890415,ЭЛ924391
31,52890415,ЭЛ930570
16,52890456,ЭЛ795990
16,52890456,ЭЛ821350
16,52890456,ЭЛ861499
16,52890456,ЭЛ938222
439,52890514,20060729
439,52890514,00655485
465,52890589,ЭЛ626772
465,52890589,ЭЛ638171
,52890589,ЭЛ647145
,52890589,ЭЛ656336
50,52890621,ЭЛ897967
50,52890621,ЭЛ903662
46,52890647,20344494
46,52890647,10045743
47,52890654,20327856
47,52890654,10041854
5,52890662,ЭЛ778563
5,52890662,ЭЛ787305
24,52890662,ЭЛ799841
24,52890662,ЭЛ811419
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
11,52890670,20242333
,52890670,35173453
5,52890688,ЭЛ777453
5,52890688,ЭЛ783457
5,52890688,ЭЛ885426
31,52890688,ЭЛ891945
31,52890688,ЭЛ900608
58,52890688,ЭЛ914428
58,52890688,ЭЛ926547
49,52890688,ЭЛ969308
487,52890746,20111577
487,52890746,00655796
,52890746,ЭЛ625562
487,52890753,20146691
487,52890753,00704965
,52890753,ЭЛ683022
58,52890761,ЭЛ917624
58,52890761,ЭЛ931161
,52890787,ЭЛ548817
,52890787,ЭЛ573423
,52890936,ЭЛ903268
439,52891041,20060729
439,52891041,00655484
46,52891058,20362449
465,52891082,ЭЛ568631
465,52891082,ЭЛ575179
488,52891082,20114187
488,52891082,00428725
488,52891082,35196160
50,52891082,ЭЛ890005
50,52891082,ЭЛ895607
413,52891090,ЭЛ476905
413,52891090,ЭЛ502889
465,52891108,ЭЛ626772
465,52891108,ЭЛ638171
,52891108,ЭЛ647145
,52891108,ЭЛ656932
31,52891108,ЭЛ928663
31,52891108,ЭЛ938675
58,52891108,ЭЛ946668
58,52891108,ЭЛ957982
49,52891108,ЭЛ967399
465,52891132,ЭЛ564041
31,52891173,ЭЛ926715
31,52891173,ЭЛ934847
58,52891173,ЭЛ943763
58,52891173,ЭЛ961158
544,52891207,ЭЛ680575
544,52891207,ЭЛ694392
31,52891207,ЭЛ916649
31,52891207,ЭЛ923357
58,52891207,ЭЛ930921
58,52891207,ЭЛ948215
417,52891215,ЭЛ455349
417,52891215,ЭЛ507035
31,52891215,ЭЛ898208
31,52891215,ЭЛ904598
58,52891215,ЭЛ924456
31,52891272,ЭЛ949368
77,52891322,20353977
,52891355,ЭЛ608967
,52891355,ЭЛ622930
31,52891355,ЭЛ898208
31,52891355,ЭЛ904598
58,52891355,ЭЛ928889
58,52891355,ЭЛ950684
31,52891405,ЭЛ916649
31,52891405,ЭЛ923357
58,52891405,ЭЛ930921
58,52891405,ЭЛ948215
462,52891439,20030579
462,52891439,00428630
462,52891439,20059655
462,52891439,00428654
488,52891439,20090659
488,52891439,00428695
488,52891439,20116714
488,52891439,00428736
488,52891439,ЭЛ701444
439,52891447,20045770
439,52891447,00655417
465,52891454,ЭЛ621243
465,52891454,ЭЛ630188
,52891454,ЭЛ638551
,52891454,ЭЛ650162
,52891454,ЭЛ757468
24,52891454,ЭЛ767911
24,52891454,ЭЛ774855
,52891470,ЭЛ487513
,52891470,ЭЛ500901
,52891546,ЭЛ604544
,52891546,ЭЛ613706
,52891546,ЭЛ622977
,52891546,ЭЛ633054
,52891546,ЭЛ654632
31,52891579,ЭЛ921418
31,52891579,ЭЛ926700
58,52891579,ЭЛ937814
58,52891579,ЭЛ950690
519,52891629,20208686
5,52891637,ЭЛ798219
5,52891637,ЭЛ804963
31,52891652,ЭЛ919930
31,52891652,ЭЛ925066
77,52891652,20346921
,52891678,ЭЛ564688
,52891678,ЭЛ573505
,52891678,ЭЛ592210
,52891678,ЭЛ601356
,52891678,ЭЛ658688
519,52891678,20167524
519,52891678,10001177
462,52891736,20046575
462,52891736,00428637
462,52891736,20072126
462,52891736,00428665
462,52891736,ЭЛ548122
519,52891751,20205671
519,52891751,10007999
530,52891769,ЭЛ681673
530,52891769,ЭЛ690122
519,52891769,20191370
519,52891769,10005980
519,52891769,20224654
519,52891769,10011928
487,52891835,20111577
487,52891835,00655793
,52891835,ЭЛ625567
77,52891850,20361678
520,52891884,20199681
520,52891884,10011032
466,52891918,ЭЛ652145
466,52891918,ЭЛ702773
462,53021655,20073824
462,53021655,00428674
488,53021655,20105873
488,53021655,00428717
488,53021655,20138683
488,53021655,00428762
462,53030615,20073824
462,53030615,00428673
488,53030615,20105873
488,53030615,00428717
488,53030615,20138683
488,53030615,00428762
487,53082079,20146691
487,53082079,00704949
,53082087,ЭЛ588044
,53082087,ЭЛ601356
490,53082087,20132171
490,53082087,00688819
,53082087,ЭЛ656217
5,53082301,ЭЛ818854
5,53082301,ЭЛ826672
24,53082301,ЭЛ841071
24,53082301,ЭЛ854043
,53082319,ЭЛ440276
,53082319,ЭЛ449760
544,53082327,ЭЛ672924
544,53082327,ЭЛ686897
463,53090759,ЭЛ597679
463,53090759,ЭЛ630736
463,53090759,20180185
,53090759,20429966
,53090783,ЭЛ732787
,53090783,ЭЛ753971
510,53090783,20235024
510,53090783,35242989
442,53090908,20056197
442,53090908,00662666
,53090908,ЭЛ544504
487,53153524,20094010
487,53153524,00655673
465,53153524,ЭЛ621243
465,53153524,ЭЛ630188
,53153524,ЭЛ639548
,53153524,ЭЛ650162
520,53153524,20202483
520,53153524,10011844
526,53153565,ЭЛ692212
526,53153565,ЭЛ714876
31,53153581,ЭЛ880741
31,53153581,ЭЛ890996
58,53153581,ЭЛ898181
58,53153581,ЭЛ916038
,53153581,ЭЛ923374
463,53154209,ЭЛ591843
463,53154209,ЭЛ614090
471,53154209,ЭЛ639521
471,53154209,ЭЛ680098
510,53154225,20173314
510,53154225,35019264
510,53154225,20224233
510,53154225,35175272
,53154225,nan
,53154225,ЭЛ970243
,53154241,ЭЛ416852
,53154241,ЭЛ455535
,53154241,ЭЛ475176
,53154241,ЭЛ488459
,53154266,ЭЛ478368
,53154266,ЭЛ487647
487,53154266,20149818
487,53154266,00704945
534,53154316,ЭЛ660224
534,53154316,ЭЛ699400
480,53154332,ЭЛ459555
480,53154332,ЭЛ510308
,53154332,ЭЛ511933
,53154332,ЭЛ816183
,53154332,ЭЛ822530
,53154340,ЭЛ421750
,53154340,ЭЛ458215
,53154340,ЭЛ478368
,53154340,ЭЛ488459
530,53154340,ЭЛ662622
530,53154340,ЭЛ671070
,53154340,Ж0197929
463,53163044,ЭЛ573536
463,53163044,ЭЛ605209
519,53418620,20210935
519,53418620,10009605
462,53418802,20072126
462,53418802,00428665
488,53418802,20094080
488,53418802,00428697
488,53418802,20116720
488,53418802,00428726
488,53418802,ЭЛ637495
488,53418802,ЭЛ671544
519,53418802,20184903
519,53418802,10003863
553,53418802,20214589
553,53418802,10010869
17,53418802,ЭЛ797377
17,53418802,ЭЛ803425
17,53418802,ЭЛ825715
17,53418802,ЭЛ830624
24,53418802,ЭЛ856800
24,53418802,ЭЛ874146
43,53418802,ЭЛ886383
43,53418802,ЭЛ965548
462,53419040,20040666
462,53419040,00428634
430,53419040,20071057
430,53419040,00634840
430,53419040,ЭЛ619644
488,53419040,20150084
488,53419040,00428777
519,53419040,20173638
519,53419040,10004699
519,53419040,20224654
519,53419040,10011914
19,53419040,ЭЛ823975
19,53419040,ЭЛ844479
34,53419040,20291138
34,53419040,10028762
74,53419040,ЭЛ941999
519,53419057,20202298
519,53419057,10007187
,53419156,20008877
,53419156,34652012
,53419156,nan
,53419156,ЭЛ461012
,53419156,20050910
462,53419271,20061943
462,53419271,00428656
492,53419271,20108556
492,53419271,00596673
506,53419271,ЭЛ670462
506,53419271,ЭЛ703565
552,53419271,20202660
552,53419271,10009781
19,53419271,ЭЛ798448
19,53419271,ЭЛ820900
26,53419271,20279142
26,53419271,10025571
46,53419271,20303360
46,53419271,10034556
462,53419313,20040666
462,53419313,00428635
430,53419313,20071110
430,53419313,00634840
430,53419313,ЭЛ619644
488,53419313,20150084
488,53419313,00428777
519,53419313,20173638
519,53419313,10001872
519,53419313,20210935
519,53419313,10010367
29,53419313,10279457
,53419313,nan
,53419313,37359815
36,53419313,10298871
462,53419446,20061912
462,53419446,00428663
435,53419446,ЭЛ561026
477,53419446,ЭЛ627211
477,53419446,ЭЛ657289
515,53419446,20189161
515,53419446,35034329
515,53419446,ЭЛ756117
538,53419446,ЭЛ763855
